obj1_feature_1,obj2_feature_1,obj1_feature_2,obj2_feature_2,obj1_feature_3,obj2_feature_3,obj1_feature_4,obj2_feature_4,collision
1,0,10,3,0.3444454450011398,0.6837238092406973,0,1,0
0,0,3,5,0.18554231879864902,0.3182258227572521,0,0,0
0,0,1,1,0.22867625312445006,0.9616572126556924,1,0,1
0,1,2,6,0.24735208155964172,0.6579734686046116,1,0,1
0,1,2,2,0.948579451846697,0.022092163815434218,0,0,1
1,0,6,5,0.10864754401780874,0.765277158629837,0,0,1
1,0,8,10,0.4181330605119905,0.9352499285656389,1,1,1
0,1,3,3,0.3248470547564707,0.5116104622150662,0,1,1
0,0,4,10,0.8245801675083219,0.9338467573936744,0,1,0
0,1,10,7,0.8070717712932362,0.4240621865075994,1,1,0
1,0,8,2,0.6009241792661117,0.9758031775488581,0,0,0
1,1,8,6,0.22949834740436958,0.602520893977754,0,0,1
0,1,6,6,0.8013182357106988,0.9684221235619829,1,1,0
1,0,9,2,0.28944170010961623,0.09669300083093779,0,1,0
0,1,8,1,0.3357979200904082,0.6616878306188243,1,1,1
1,1,5,9,0.7688112538377769,0.9679134557049576,1,0,0
0,1,4,9,0.1436725757809122,0.9318345805991994,0,1,0
1,1,1,1,0.5348188286686765,0.5093000456854279,1,0,1
0,0,4,10,0.8152681967210709,0.5477852530822258,1,1,0
1,0,9,10,0.6729144791008894,0.8955713017858429,1,1,1
1,0,6,5,0.34622262227913714,0.22007422715160863,0,0,1
0,0,3,8,0.47874614433497953,0.700509364813253,0,0,1
0,0,4,4,0.9183485702857387,0.848794919703283,0,1,0
0,1,10,4,0.8080095247319159,0.4026627994306705,1,0,1
1,1,1,6,0.18155833975066582,0.7439352626456703,1,1,0
0,1,6,6,0.3066871098978544,0.1755928176697663,1,0,0
0,1,1,10,0.17405115732317444,0.6175959987552732,0,0,1
0,0,3,6,0.042117919978261864,0.2879764602473538,0,1,0
0,1,3,9,0.7196864836505137,0.10041824781958908,1,1,0
1,1,8,7,0.5471853316937473,0.979247231926098,1,1,0
0,0,5,5,0.9919897297253933,0.019264804548097758,1,1,1
0,1,2,9,0.2942248217597272,0.8995165879822218,0,0,1
0,1,4,6,0.3692314309019602,0.43110931780094264,1,1,1
1,1,2,3,0.43356733414534476,0.06873239370557194,1,1,0
0,1,5,5,0.23849122479012508,0.9050025627127556,1,0,1
1,1,9,5,0.19103833645192614,0.6796683386267667,0,1,1
1,0,8,3,0.6733863412567922,0.20582869901647438,0,0,0
1,0,1,9,0.7321844894799575,0.4462286882254485,0,0,1
1,1,5,3,0.489490396274887,0.3266932864152601,1,1,1
0,0,9,5,0.35876819300138774,0.272346164954797,0,1,1
0,1,3,7,0.8988571872002568,0.20040455139937263,0,0,1
0,1,10,1,0.8105944532475116,0.4351936768492467,1,0,1
0,0,4,10,0.741972005879128,0.021021918730606215,1,0,0
0,0,10,10,0.9981225716295671,0.1383206777148268,0,1,1
0,0,6,9,0.22197055535604915,0.30142847623745705,0,1,0
0,0,4,1,0.2868026368427963,0.24946197902469158,0,0,0
1,0,2,8,0.9730871615746265,0.09320188020146769,1,1,1
1,0,5,1,0.07095789866119173,0.5296415116708664,1,0,1
