obj1_feature_1,obj2_feature_1,obj1_feature_2,obj2_feature_2,obj1_feature_3,obj2_feature_3,obj1_feature_4,obj2_feature_4,obj1_feature_5,obj2_feature_5,obj1_feature_6,obj2_feature_6,obj1_feature_7,obj2_feature_7,obj1_feature_8,obj2_feature_8,obj1_feature_9,obj2_feature_9,obj1_feature_10,obj2_feature_10,collision
0,1,9,8,0.09316576967509071,0.5132860132512003,1,0,9,10,0.2065778970942307,0.07438899552080247,1,0,3,2,0.7460291642033631,0.7962272128949212,1,1,1
0,1,2,3,0.8425608192855948,0.5652850831887584,0,1,5,4,0.018558008508698487,0.847011392813923,0,1,3,4,0.808515933913185,0.08993885044210037,1,1,0
1,1,6,4,0.19598956986795846,0.5814939805811221,1,1,9,5,0.2814722579968634,0.6654371832235196,1,1,1,6,0.3329338165621647,0.5014400478969766,0,1,0
1,0,4,7,0.3988259529322302,0.30569893844636076,0,0,10,4,0.48586846159552366,0.7082674288955725,0,0,6,8,0.822466509264638,0.7462633792885636,1,0,0
0,1,8,8,0.7413888025922575,0.28677281749579153,0,1,7,10,0.18653063314274043,0.5795649355002187,0,0,9,6,0.4106511095138533,0.037616543400000535,1,0,0
0,0,8,1,0.5740969416732252,0.9744994690239285,0,0,8,8,0.21180063530840865,0.054154120868543876,1,0,3,8,0.06213717851035827,0.331935257244953,1,1,1
0,0,2,6,0.8178095594154186,0.25208062385807684,0,0,8,6,0.5752316004795163,0.500295320863596,1,1,6,1,0.5034742106261204,0.011608191919155297,0,1,0
1,0,5,6,0.3110202213688704,0.8626967305777247,0,1,9,6,0.3814406715284898,0.898342541189819,1,1,5,7,0.430901630593546,0.7959684964908283,0,0,1
0,0,5,4,0.06439490605294107,0.04722928232302137,0,0,5,4,0.2153741612142822,0.25938471214737246,1,1,8,8,0.7545904607014535,0.1340506454950774,0,0,1
0,0,3,2,0.7155138172502202,0.5723168579480635,1,0,4,4,0.333793411019215,0.15638698996401224,0,0,7,7,0.07961263053863565,0.15627595016480766,1,1,0
1,0,8,4,0.4291838076224411,0.9644203727239692,1,0,10,1,0.40372670018880097,0.06941257703680381,0,0,9,1,0.46767566898790824,0.7642391259953767,1,0,1
1,1,5,8,0.9403954949430317,0.9380866335581132,1,0,10,6,0.5587943650695605,0.9550187410936062,1,1,7,7,0.2639719162566241,0.6918362390521167,0,0,1
1,1,3,1,0.06591586669252913,0.23904186512495684,1,0,8,3,0.06086367787669855,0.6393741446546155,1,1,3,4,0.7974884034752366,0.1083911809962188,0,1,1
1,0,3,4,0.5270829681901734,0.19007349059715384,0,0,6,1,0.008761545120596348,0.25076768202751476,0,1,3,3,0.5150552171698609,0.7115250810027696,0,1,1
1,1,9,4,0.9507312908479901,0.8185186174377317,1,1,5,1,0.7777939261162007,0.47443407057226394,1,1,9,4,0.4082670541435127,0.5772680260732126,0,1,1
0,1,5,6,0.3089313161602564,0.7646306301307207,1,0,2,10,0.5269615593106163,0.7110826609266262,0,1,5,9,0.8098604182712351,0.6058825982159394,1,1,1
1,0,4,3,0.028639304478790928,0.2115477763717757,0,0,2,6,0.7831798670966837,0.5401332108271598,1,0,6,2,0.57256948780508,0.6092607114865755,0,1,1
1,1,5,9,0.3368426956715097,0.21887228171222384,0,1,8,1,0.6902352704260477,0.34935239639448534,0,1,4,2,0.40357332430508874,0.1965584467997754,1,0,1
0,0,3,7,0.9273196296681262,0.11606115046864374,0,1,4,8,0.3998062707163803,0.72031808088463,0,1,1,3,0.40194457205176193,0.6136553203470123,0,0,1
1,0,6,8,0.9937860445757681,0.5140775483609374,1,1,7,1,0.30245803420541006,0.010267836847989376,0,1,10,8,0.6391721728021615,0.6700580285193769,1,1,1
1,1,5,4,0.6872769028979494,0.9958993961379297,1,0,8,7,0.4954654819502827,0.9937689642001918,1,0,7,1,0.4700047516133671,0.3556378338816395,1,0,1
1,0,1,6,0.1693953730285468,0.1920498064295072,1,1,9,1,0.41121904218454897,0.44304276723722824,0,1,8,1,0.4393441117915684,0.36260641668478266,0,0,1
0,1,10,2,0.6432755689502377,0.5447866144792372,1,1,9,7,0.0646406691188014,0.7775549232518962,1,0,1,7,0.11338876185726243,0.3724461629374053,0,1,1
1,0,5,6,0.1145874100587162,0.8408866176251805,0,0,1,2,0.26983816155673324,0.1843861657928656,1,0,5,7,0.9064064775035771,0.9577397340679007,1,0,0
1,0,3,9,0.376643651414169,0.2613975040855516,1,0,8,6,0.8762402480367193,0.9923876012416045,0,1,4,8,0.6597016321314596,0.029873654363132496,0,1,1
1,0,5,4,0.9721109478642737,0.7168456637531453,0,0,7,6,0.6857240510718501,0.8089020852028433,1,0,4,7,0.12128493623790693,0.7843574087435207,0,1,0
0,1,9,2,0.9982974572860489,0.0433144746383578,0,0,5,3,0.8403362509053509,0.5093908878880778,0,1,5,9,0.5184014852454263,0.45316874721812284,0,0,0
0,0,3,9,0.26696672216394435,0.3128731794990006,0,0,3,6,0.2588915881567845,0.7696972423888885,1,1,1,2,0.44462540585793553,0.4742252587203726,1,0,0
1,0,3,9,0.09560107669696383,0.9417057094659077,0,1,3,10,0.3425244382607884,0.16224821659232747,1,1,1,5,0.7409440048602353,0.664027458420289,0,0,1
1,1,10,6,0.440012389302467,0.803446066193254,0,0,3,10,0.765046402880607,0.02581473465724582,0,1,5,5,0.690771574673419,0.08664484020818919,0,1,0
1,1,3,10,0.7724263015985801,0.18533427637491273,0,0,10,10,0.7483713807127691,0.7750341488120226,1,1,7,6,0.6564656867375995,0.38261239927851376,1,0,0
0,1,1,2,0.4241343464805052,0.9840571242427208,1,1,10,3,0.6926923306850612,0.3812246442774361,0,1,3,5,0.3400008336226995,0.45333990462935825,1,0,0
0,1,6,5,0.6077011226497693,0.41549148048975015,0,0,1,1,0.6216640793894103,0.07721967954119502,0,1,2,10,0.3261541394849635,0.028333729382268857,1,0,0
1,1,4,10,0.5638068305709132,0.34410811695804056,1,1,9,8,0.7732174431993221,0.18498757883115802,1,0,3,10,0.38869852940854865,0.5402222339556335,1,1,0
1,0,7,5,0.005698161556632275,0.2197925083319675,0,0,8,9,0.15232729768151732,0.2936666087579498,1,1,9,8,0.8106313768311246,0.6284245133067698,0,0,0
0,1,7,3,0.21475132654922813,0.2779854176403902,1,1,10,9,0.20492229531547124,0.2795572937224494,0,1,3,8,0.33108894967274627,0.4434564439481803,1,1,0
1,0,3,5,0.7448708565909467,0.8898378121453511,0,0,1,8,0.502653471953093,0.7787700071351885,0,0,2,6,0.9876044800331213,0.4048929311506836,1,1,1
1,1,5,5,0.46458948667586675,0.6955805444522564,0,1,7,7,0.6731753794480818,0.5469306303413398,0,1,9,4,0.15726793454652743,0.3712545223881162,0,1,1
1,1,7,10,0.4830002083827859,0.6381080585570051,1,1,5,2,0.3473389130516461,0.17375151591200877,0,1,9,10,0.2674207860617227,0.539030038329019,0,0,1
1,1,10,3,0.5812105490285246,0.36091806508942603,1,1,4,6,0.6964230671942905,0.29671028641130237,1,1,2,6,0.1947662017813666,0.5043137993325858,0,1,0
1,0,3,3,0.2395705719655975,0.3836394302993943,0,0,5,3,0.04146103876090235,0.9682755641485268,1,1,5,10,0.2923259806531753,0.2508290001637308,0,1,1
1,1,9,4,0.39492589003656986,0.19492551638775535,1,0,5,3,0.8538159492115249,0.36186242812275937,0,0,4,10,0.5461798606897111,0.3782995395162546,0,0,1
0,0,6,1,0.13570553112349804,0.6771919206653201,0,1,7,6,0.6197542843411408,0.9631725654071976,0,0,4,8,0.8549127452982431,0.05290907619212637,0,0,0
1,0,4,8,0.7958411671910113,0.046825867510683294,1,0,10,2,0.9104674601725378,0.7120279314519677,0,0,2,3,0.5204375969157851,0.8499552843319497,1,0,0
0,1,4,5,0.6832345266109444,0.40416824609526447,1,0,10,3,0.9690049596206095,0.6009886719425364,1,1,8,4,0.6539041987955776,0.07144015747018184,1,0,0
1,0,8,4,0.09841247691119581,0.6433901027837995,1,1,9,3,0.46567120346983415,0.1827966745065277,0,1,1,4,0.2660176606753929,0.4021107473638954,1,0,1
0,0,6,6,0.6576094866591718,0.2767370204850248,1,0,3,10,0.5916049320669812,0.7078904606342791,1,1,7,2,0.27607733122126277,0.5879430129771717,0,0,1
0,0,2,5,0.34099306661856865,0.3599228221655063,0,1,5,3,0.2502463039856646,0.5811576384665174,0,1,7,9,0.1041420617453852,0.9170090638933905,0,0,0
0,1,8,10,0.207282056074363,0.7370032872638018,0,1,5,9,0.7379092700706403,0.38040714853002366,1,1,3,5,0.40275466435797336,0.681888325930863,0,0,1
0,0,7,9,0.1072409297068535,0.26619797412505797,0,1,8,3,0.9991401242216984,0.4861953468594168,0,0,6,4,0.14014658316319528,0.9201961613347931,1,1,1
0,1,10,5,0.8764907155813069,0.7274535875254531,1,0,2,2,0.5940239463630499,0.5354325608505751,1,0,4,7,0.9711390952678437,0.24697246376031812,0,0,0
0,1,2,8,0.2508614885420277,0.2662424985892763,1,1,4,3,0.6358565735247105,0.53989307208628,0,0,7,10,0.7753502720691715,0.5427806038265667,1,1,0
0,0,7,3,0.7310715147974876,0.6003626507710198,1,1,1,5,0.6337728338613198,0.25387664954294553,1,0,7,7,0.638405844854711,0.9639206452121445,1,0,0
0,1,10,3,0.9291638117148217,0.7086084982237855,1,0,5,2,0.39765119440723085,0.023313753138199944,1,0,4,10,0.5620331702886686,0.5770174136441526,1,1,0
0,0,1,1,0.3226984370992898,0.8994890496180699,0,0,2,4,0.4328147661318722,0.1557098220650075,1,0,7,8,0.6914093584591771,0.548890572522532,1,0,1
1,1,1,2,0.9603099200651027,0.46046247789136574,0,0,10,1,0.9741223162397509,0.7254288880750419,0,1,9,4,0.27489670647410724,0.26858770501356766,1,0,1
0,1,4,8,0.8692091859544608,0.5030605630188951,0,1,7,1,0.7204398003430473,0.12288575711418326,0,1,5,7,0.823033470948101,0.005464066350848729,0,1,1
1,0,10,6,0.0965028749758795,0.1437614866087401,0,0,9,4,0.21399251799818442,0.09360891298468899,1,1,7,5,0.32718016859712107,0.38812510668106726,1,0,0
0,0,3,8,0.7008528265731471,0.13349092317133748,1,0,7,2,0.9466436583575261,0.923117520956056,0,0,6,5,0.631287271323555,0.012910401031656304,1,0,0
0,1,10,5,0.13337468995983415,0.7550337727520927,1,0,1,4,0.6909350711320211,0.018637527630129935,1,0,10,3,0.6175303367706174,0.7912426270096098,1,0,1
1,0,9,3,0.37507368284868203,0.8505511372617829,1,1,1,10,0.19940178584047785,0.11631251553375488,1,1,7,6,0.5380970043880612,0.22375985282548405,1,0,0
0,0,9,8,0.7913479600650412,0.9974177999724668,0,1,2,5,0.5709270865475442,0.11744442702459068,0,1,10,7,0.17874221481414687,0.2508916879985964,0,1,1
0,1,9,6,0.8546666172681088,0.9606293024264507,1,0,3,6,0.8730492344545822,0.5841799753521743,0,1,2,7,0.13654315359436353,0.9317979782133153,0,1,0
0,1,2,8,0.6982742093599847,0.1508847987813524,0,0,9,4,0.4408934470377127,0.37172925818965397,0,0,3,2,0.5567260407100835,0.8269195603784472,0,0,0
1,1,6,5,0.5104543681059042,0.23054314962814415,0,1,10,6,0.5985698694988915,0.2988351262708979,1,0,2,8,0.7960987439737485,0.8196816432026213,0,1,1
0,1,10,2,0.982573511579524,0.6361992208022133,1,0,8,9,0.7185778702999276,0.5563323924164267,1,0,2,8,0.8912568641150576,0.6012661302081911,0,0,1
0,1,1,5,0.06698130900789712,0.8650002675194596,0,1,8,6,0.994111848954301,0.13863558772942475,1,0,7,7,0.21720528976798892,0.0823409975929158,0,0,0
1,1,3,8,0.4921041715530625,0.590130254382469,0,1,5,7,0.12930244447396155,0.6830645072351277,1,1,7,9,0.5979791780344469,0.3856706694168448,1,1,1
1,0,9,10,0.8201726869409893,0.4342126653228011,0,0,8,8,0.5934951703697426,0.41599090491286894,0,1,2,4,0.2852764343798475,0.005201565727667612,1,0,1
1,1,1,8,0.67745214179565,0.8075420966302213,0,1,10,10,0.9230737632513726,0.6644454572259308,0,0,7,7,0.45392400981710124,0.7265472482183736,0,1,1
0,1,7,2,0.02827828009854949,0.4522096609177174,1,0,7,10,0.8693209639859422,0.1322505159929529,1,0,9,2,0.43684199885277153,0.044097080025208846,1,0,1
0,0,3,3,0.04509270251141817,0.6738042164436481,0,1,8,3,0.5358506341206599,0.26103452980736686,0,0,2,1,0.5387644092382894,0.6990361496873669,1,1,0
1,1,10,9,0.015081872090543569,0.4897709283318983,1,1,3,3,0.22378651743131472,0.520617133595378,1,0,5,10,0.24276492683507145,0.1747711607485254,0,1,0
1,0,7,2,0.5919182581410097,0.577861876966498,1,1,7,3,0.6441036539276296,0.2356119492967328,0,1,3,9,0.44513336287135075,0.8493661926589314,0,1,1
0,1,9,7,0.8458361021426434,0.6319246196287085,0,1,7,10,0.03396422318060599,0.8152535380751492,1,1,10,8,0.333436416356531,0.27690428982208415,1,1,1
0,1,7,10,0.7183907606744939,0.998514551140513,0,1,8,1,0.451341267453396,0.04350297638790279,0,0,6,9,0.5405225776981839,0.5181595335253272,0,1,1
0,0,1,3,0.22894545583300563,0.6696427943018983,0,0,4,5,0.03133284462515096,0.32680300242964366,1,0,3,9,0.8306617027050155,0.7942947589715348,0,1,0
1,1,3,10,0.9524664794541405,0.13484706932759083,1,0,5,8,0.9865191305323818,0.42009818462459114,1,0,9,1,0.41540555677039337,0.5563240759028557,1,1,0
0,0,6,1,0.303480178054082,0.35019792400919214,0,0,2,7,0.15418645818397025,0.054358668884726624,1,0,10,7,0.9722686932379171,0.02400862543070792,0,1,0
1,1,1,2,0.18335759677360808,0.004492150289661656,1,0,7,3,0.16958125504801402,0.07719637720290018,1,1,8,7,0.8381841283454647,0.07144051703887044,1,1,1
1,0,7,7,0.2636437249493977,0.2961989259380178,0,0,2,2,0.20723577918852065,0.7970674203894238,1,0,5,5,0.3451236002403024,0.0958032257003868,1,0,1
0,1,6,2,0.5797199979440087,0.27497516275202416,0,1,3,9,0.6475038794377795,0.733465781258057,0,0,8,2,0.1450742807953197,0.7126626962464659,1,1,1
0,0,3,6,0.538347403709853,0.5259977390217953,0,1,4,3,0.9912352243576434,0.29986223729788264,0,1,5,10,0.473719610021218,0.020234876271831514,0,0,1
1,0,3,10,0.02497861254200129,0.09221160306969978,0,1,2,1,0.42778635092071804,0.3952149933026421,0,0,5,6,0.4702309282586319,0.6664540893778835,0,1,0
0,0,5,1,0.4082223562820049,0.7006611030632589,1,1,3,1,0.46863635831019756,0.7890893946526397,1,0,2,2,0.04695714670046547,0.05402620548498094,1,1,1
0,0,8,7,0.9185250945764267,0.8220002757641607,0,1,8,2,0.4926560916173848,0.9155319455811556,0,0,5,9,0.7953645708147332,0.5403992766218277,1,1,1
0,1,1,4,0.8368124570411263,0.004921589761952561,1,0,3,3,0.32153994649733464,0.27583002219295005,0,1,2,5,0.3882590193374086,0.14792644033049507,1,0,0
0,1,4,9,0.4842312378389333,0.517710242340725,0,1,9,3,0.24791458494882457,0.4241778119785633,1,0,4,2,0.6136806219034976,0.10745903860878858,1,0,0
1,0,3,4,0.5781983229963641,0.5041954234963535,1,0,6,1,0.32342681013686325,0.026680666044788248,1,1,7,3,0.4326681232634455,0.35363658067821024,1,1,0
0,1,4,1,0.8895203043178992,0.3178416786294427,0,1,4,3,0.12329118856096755,0.2837747457633232,0,1,1,7,0.9703702495265965,0.8907636536255678,1,0,1
1,0,5,3,0.3124340805318031,0.3839160413251642,0,1,7,7,0.8333868938246348,0.11791593736677652,0,0,1,4,0.22888341837809778,0.5721767419730379,1,0,0
0,1,2,4,0.09212275670492553,0.5597700273453429,0,0,8,3,0.19128064272993373,0.9867729377984346,1,0,3,7,0.42648592100774096,0.11240548083485868,1,1,1
0,0,7,1,0.25425843983547314,0.57550454334532,1,1,3,5,0.08280477661286434,0.5285831820413814,1,1,6,1,0.3798306421740276,0.7406277164475674,0,0,1
1,1,2,3,0.9387653466615054,0.5369169868014465,0,1,1,1,0.9011145211229683,0.30870017626346224,0,1,2,10,0.7601810827045101,0.036875571192023004,0,1,0
0,0,8,1,0.10364108449456799,0.5223276788366329,0,1,9,3,0.8546833922428556,0.9374639309408751,0,1,2,5,0.6731351986588534,0.5678085713134187,1,0,0
0,1,6,2,0.1616596391775691,0.47078457374434823,0,0,4,9,0.4235642558623939,0.4658124464532327,0,0,6,9,0.7611807475092673,0.7085321586993795,1,0,0
0,1,8,1,0.5426294900544015,0.012169823778443778,1,0,8,9,0.7899984714068878,0.9929609659702067,0,0,2,5,0.7697196820389801,0.41885210343472024,0,0,1
0,0,9,1,0.19139050785705103,0.45517907633758936,1,1,6,10,0.9008502129249845,0.7727278520617504,1,1,7,5,0.6355218555052582,0.8536893168961787,1,1,0
0,0,4,1,0.417429893571038,0.8697469396312317,1,0,7,6,0.7026479401874842,0.23222549332185083,0,1,2,6,0.062043749103660506,0.1260861199500144,1,1,1
1,1,2,6,0.7948051167747995,0.9211130660364772,1,1,5,1,0.5546008896762246,0.23418177897805847,1,0,10,9,0.23306440467392797,0.8904648685427585,0,1,0
1,1,10,8,0.7459482911586033,0.9416861112596981,0,0,3,7,0.5932304929208758,0.6673038464978099,0,1,10,7,0.4238256631559705,0.9423578968686122,0,0,0
1,1,10,4,0.8108356874987431,0.0033909131483936816,0,0,3,7,0.7737198216684416,0.7767002238436804,1,1,8,1,0.7449852317747713,0.7640577340230359,0,1,1
0,0,2,9,0.10554942605283446,0.5007408863079345,0,1,6,8,0.704735356766648,0.8852399484681712,1,1,10,3,0.11657918665085132,0.6564891515477123,1,1,0
0,0,3,3,0.34467978970863056,0.6566573339021898,1,1,10,8,0.8440189752437204,0.16858035845978037,1,0,8,8,0.4458818324879693,0.396200746753816,0,0,0
0,1,4,1,0.31231817239012316,0.4043823327223991,1,0,3,10,0.8042300129421243,0.4200803646854091,1,1,7,9,0.2420859565966207,0.016463832495668296,0,1,1
0,0,3,8,0.864693671836677,0.7371585241534163,1,0,3,3,0.3504809647163851,0.3849011987241464,0,0,3,4,0.838545753339525,0.008628139000624868,0,0,1
1,0,6,3,0.3499220892092689,0.4111749317076936,1,1,8,6,0.6631912141217776,0.12374356287426169,1,0,5,10,0.534346927317877,0.5319294548960047,0,0,1
1,0,3,5,0.19661156960894466,0.4143221792384548,0,0,9,3,0.3479620025241561,0.4706052209325102,1,0,6,2,0.9603919531389152,0.26100606393237036,0,1,1
1,0,5,8,0.9746283082543105,0.45973814030056603,0,1,1,5,0.6776640695512391,0.7654773657417849,1,0,6,7,0.7965511848890094,0.4612483470371542,1,0,1
