obj1_feature_1,obj2_feature_1,obj1_feature_2,obj2_feature_2,obj1_feature_3,obj2_feature_3,obj1_feature_4,obj2_feature_4,collision
0,0,1,1,0.7029443865803026,0.8846184168145597,1,0,1
1,1,10,6,0.7239836636601299,0.2535436040933462,1,0,0
1,0,8,2,0.2244031052605745,0.7268752951408377,0,1,0
0,0,9,3,0.6428218606162702,0.9233226786158916,1,0,1
1,0,9,6,0.6001033596945153,0.7151950066430598,0,1,0
1,1,8,2,0.02673771903997524,0.08054969619687691,0,1,1
1,1,4,10,0.9216291770610915,0.2488305837057131,1,1,1
1,0,9,8,0.8747498637689934,0.7060251647889975,1,1,1
0,0,4,9,0.7755045896709579,0.9016201170315711,1,0,1
1,1,5,2,0.47070547950304453,0.10474731944758986,0,1,1
0,0,3,4,0.929817970539801,0.7655383230534779,0,1,0
1,1,5,3,0.802609776506803,0.6722936682571823,0,0,0
0,1,4,7,0.7120459851796809,0.7568575116925385,0,1,0
0,0,5,9,0.14653567492299324,0.46560909163281816,0,0,0
1,1,1,6,0.5034523078975434,0.3025506539617001,1,1,1
1,0,3,4,0.7840965354669276,0.7161532191137385,0,0,0
1,1,5,5,0.8453881482637274,0.3267390956659899,0,1,1
0,0,10,8,0.2782664969583476,0.8774613810474254,1,0,1
1,0,2,2,0.20511164875197263,0.888953953833533,0,0,1
0,1,7,1,0.27000629379267804,0.3827502795426083,1,1,0
1,0,5,4,0.76585784267685,0.7125862838451333,0,0,0
1,1,8,3,0.5222945491832988,0.9652182017333376,1,1,0
0,1,8,4,0.598763789188631,0.9722865299724327,1,1,1
1,1,7,9,0.8985406724976145,0.14636680523308732,0,0,0
1,0,4,10,0.9226893258252412,0.03465585148427763,0,0,1
1,0,1,4,0.7170451201894142,0.9777050223719622,0,0,1
1,1,3,9,0.2820255278807954,0.4825649713021216,1,0,0
1,1,9,3,0.5033880323556162,0.5051326008734071,1,0,1
0,0,5,6,0.5662975248498411,0.5785560499826164,1,0,0
1,1,4,4,0.23390395668299613,0.6074299830618596,1,0,1
0,0,4,2,0.187534967270779,0.8853839012523691,0,0,0
1,1,5,6,0.506892027924526,0.5986299120746255,1,1,1
0,1,7,5,0.5210064459687019,0.298331604116164,0,0,0
0,0,6,1,0.8361797911222616,0.1248545106095893,1,1,0
1,1,1,10,0.4903538892768682,0.39602772704469735,1,1,0
1,0,5,6,0.5246577247728214,0.9125340174770159,0,0,1
1,0,5,1,0.15801151249683454,0.9599479612375896,0,0,1
0,1,5,8,0.23244028802103667,0.40361431242463297,1,1,1
0,1,7,8,0.5085476351061521,0.8025263092274824,1,1,1
1,0,9,10,0.9478902254179572,0.20603516940075517,0,1,0
0,0,8,6,0.7482891630797736,0.658099608680893,0,1,1
0,1,9,7,0.5907726132079535,0.7540952733106888,0,1,1
1,1,9,3,0.267072113990083,0.042276430499079476,0,1,0
1,0,7,8,0.06114829880413519,0.011671527862063047,1,0,1
1,1,10,3,0.028112225018500525,0.6710533990818552,0,1,1
1,0,6,1,0.9902158976397941,0.10541956397800545,1,0,0
0,0,9,8,0.9595763911258209,0.9591129825128383,0,0,0
1,1,10,6,0.8298962599011069,0.5267338902842567,0,0,0
1,1,3,5,0.87563184497425,0.9941862610124215,1,1,1
0,0,6,2,0.5141138833307806,0.42911891550511916,1,1,0
1,0,2,7,0.4317572342640885,0.6100303598694515,0,0,1
1,0,7,3,0.8620755588761847,0.7247098217744509,1,1,1
1,1,8,10,0.5953172363609697,0.08647776772518401,0,0,0
1,1,4,2,0.6000546695968197,0.9219414688809929,0,1,0
1,0,3,3,0.50341110153431,0.14510773269116484,0,0,0
1,0,9,4,0.9689470054712006,0.9222566502541276,0,0,1
1,0,3,10,0.4069552312444571,0.28881286739919465,1,1,0
1,0,9,7,0.5658725514691557,0.6568015989956585,0,0,1
1,0,5,3,0.1422825355377898,0.945458003338823,1,1,1
0,1,4,7,0.947007542704074,0.34593434182065796,0,1,0
1,1,10,9,0.6502874557651351,0.8494161790187015,1,0,1
1,0,9,1,0.8462204838471792,0.7088949305349228,1,1,1
0,0,1,6,0.53521080994628,0.9326436874760131,1,0,0
0,1,7,2,0.03688150814139313,0.9696644679806751,0,0,1
1,1,6,9,0.40651226248109684,0.45156582792320743,1,0,1
0,1,3,7,0.0851007085033334,0.5034173972159174,1,1,0
1,1,6,10,0.16693397513591646,0.22548402072310136,1,0,1
0,0,2,7,0.5642114161936538,0.1762723284341956,0,1,1
1,1,4,6,0.6152159606125195,0.9253336294175881,1,0,1
0,1,5,3,0.8205465699565896,0.5207606924973142,0,1,0
0,0,3,4,0.06322773735758924,0.028715894940056996,1,0,0
1,1,5,5,0.8301619698918149,0.3360798725997215,1,0,1
1,0,3,8,0.6505497947492572,0.868077708785535,0,0,0
0,1,8,9,0.7534555935154669,0.7085639996596734,0,0,0
0,0,4,8,0.4906034907226924,0.24010113787738163,0,0,0
0,1,4,6,0.406770769421937,0.7891650170711979,1,1,1
0,1,1,3,0.8868967316564627,0.7637313350679441,0,1,0
0,0,2,7,0.9397497730864779,0.33266046254407367,0,0,1
1,1,4,8,0.37022256240208207,0.9653819109875847,0,1,1
1,1,7,8,0.5644379850078772,0.6672734176131956,1,0,1
0,0,7,8,0.18248099979336463,0.6990055359073306,1,1,1
0,1,5,10,0.4001327877823504,0.3358836589694407,1,0,1
1,1,5,7,0.6813310774652176,0.38443005334469127,0,1,1
0,0,9,9,0.11748004665605594,0.8061644382896204,1,0,1
0,1,8,3,0.4886223667412305,0.4131627760269144,1,0,0
1,1,10,1,0.761449481729566,0.9779941018085234,0,0,0
1,1,10,5,0.05597424380482896,0.5695242200346425,1,1,1
0,1,1,1,0.6925080853504265,0.8226266732090608,0,1,1
0,0,7,3,0.27139496757281933,0.6681811964402038,1,0,0
1,0,4,10,0.7579233330696291,0.18934882078202298,1,1,1
1,1,9,7,0.3093916543278433,0.15780808352105868,0,1,0
0,1,6,7,0.8302840456307133,0.6773374554200723,1,0,1
1,0,4,1,0.4338981627535913,0.9143490672248319,1,0,1
0,0,5,3,0.8428732502355633,0.03776059311657687,1,1,0
0,0,4,1,0.42037530766882836,0.48065887625104686,0,1,0
1,0,3,6,0.71533483556161,0.9257868433601393,1,1,0
0,0,7,2,0.26500296542931945,0.722615363599876,1,1,0
0,0,9,5,0.1540075302061924,0.24654696625376393,0,0,0
1,1,8,9,0.6401053509389335,0.5813378285048654,0,1,0
1,1,2,1,0.3639395651526287,0.1605037666287461,1,1,0
1,0,4,3,0.542822205503496,0.5191833377177248,0,0,0
1,1,6,5,0.5965043096981106,0.8676550661728093,1,1,0
1,0,8,8,0.8808972450101179,0.8292734000525708,1,0,0
0,1,6,10,0.35382398627812295,0.7093122333267768,0,1,0
1,0,10,9,0.2000599987381586,0.07584755547349653,1,0,0
1,0,3,7,0.44205999607515734,0.9575982459655127,1,1,1
0,1,4,6,0.1883529041553802,0.35830499353748757,1,0,1
1,0,10,5,0.2973128572814825,0.5336493223464185,1,0,1
1,0,5,2,0.2694974695953155,0.5586078915793852,1,1,0
1,1,4,6,0.1831379690332373,0.4962620515007389,0,1,0
0,1,9,8,0.8438815556613597,0.15245104246459873,0,1,1
1,0,8,7,0.7756344814808007,0.4160329297314779,0,1,0
1,0,10,4,0.051245007118576824,0.5072685368083268,1,0,1
0,0,7,4,0.2303406304779858,0.2403693250212482,1,0,1
1,1,5,1,0.42997764717162623,0.9279611628803462,1,1,0
1,0,5,1,0.9900431346787009,0.557928251351051,1,0,0
1,0,7,4,0.9597857041470907,0.8169136379630824,0,0,0
0,1,8,2,0.15264231087516955,0.9045590428895812,0,1,1
0,1,8,3,0.33944338445361566,0.3243389997595859,1,0,1
1,1,7,1,0.3747034110573465,0.30836899099556647,1,1,1
0,0,3,9,0.6085350911114464,0.9090030356467796,0,0,1
0,0,8,6,0.006809274330848436,0.7310833681926253,0,1,1
1,1,4,6,0.030551704142128933,0.222520199216923,1,0,0
0,1,1,4,0.22202764325567403,0.37580469719214304,0,0,1
1,1,10,2,0.8388368449805871,0.964934584268241,0,0,1
0,0,7,7,0.09623969229843277,0.8258353350044959,0,0,1
1,0,10,8,0.6387202385759225,0.45650087846229026,1,1,0
0,0,10,2,0.40254899150798296,0.7125152142641287,1,0,1
0,1,6,9,0.31795599746430514,0.4958703795821152,1,1,0
1,1,2,4,0.4702692473273512,0.135965978653928,1,1,1
0,0,3,8,0.7871479357647321,0.17582881053728294,1,1,1
1,0,4,10,0.8044118100727397,0.622838691936075,1,1,1
0,0,3,5,0.78749789192596,0.6643093959356583,0,0,0
0,1,7,8,0.772734572851302,0.3537412236232912,0,1,1
0,1,4,4,0.22078512853213395,0.668466528399864,1,0,1
1,1,10,5,0.324011217962097,0.3352347986192915,0,0,0
0,1,3,5,0.3517644007196129,0.14234238799234444,0,0,1
1,0,8,6,0.5059201099980609,0.9311347144819005,1,1,0
0,0,2,3,0.23120163971636187,0.30473760463528254,1,0,0
1,0,6,8,0.22498000114858085,0.20271345678402752,1,1,0
1,0,5,7,0.7132879109817722,0.6793264874606656,0,0,1
0,0,8,9,0.8851972793056612,0.36127306927311764,1,1,0
0,0,1,8,0.22858337733662382,0.5652053603234204,0,0,1
0,0,3,3,0.9721222690740469,0.4265662930233485,0,1,0
1,0,4,1,0.7329788654410014,0.8026110474452944,1,0,0
0,1,4,5,0.10263216462886482,0.07081722543425695,1,1,0
0,1,2,8,0.17896585173442958,0.6363582264485054,1,0,1
1,1,8,2,0.9768454672254553,0.8363709541421488,1,0,1
0,0,6,4,0.42587982669891356,0.43759932637622057,1,1,1
1,0,3,1,0.16406173283304026,0.7350892284034014,1,0,1
1,0,4,3,0.005243585344181012,0.7455958658580941,1,0,0
0,1,6,5,0.1482116149850169,0.8162814456548151,0,0,1
0,0,6,9,0.4931410437806917,0.8954737718470928,0,1,0
1,1,4,8,0.6457129928615731,0.1980534584672804,0,1,0
1,1,4,7,0.15198603040882042,0.9859523498823204,0,0,0
0,0,2,7,0.5924732657302403,0.2932651381787035,0,0,0
1,0,5,2,0.9015324186195833,0.2497744231650567,1,0,0
1,0,4,6,0.5847435405658761,0.38819533344233415,1,1,1
1,0,7,4,0.005641596444325492,0.754344717475688,1,1,0
1,1,10,6,0.5847074036967467,0.13584857086763535,1,1,0
0,0,4,4,0.20614304393927818,0.6168361880895097,0,1,0
0,0,8,6,0.0914694734441377,0.3751942466953446,1,0,1
0,0,1,6,0.20162347914605727,0.891970756027509,0,1,1
0,0,10,6,0.8602361305699688,0.23746714036558747,0,1,0
0,1,7,1,0.06483145076318475,0.24879387590165136,0,1,0
0,0,6,8,0.48063953767045386,0.305956052820509,1,1,0
0,0,8,3,0.5755472894440546,0.12993743408087277,0,1,0
0,1,7,10,0.12528334741537195,0.042835489517258685,0,0,0
1,1,7,1,0.9868114480286768,0.18080148516677308,0,1,1
1,1,10,9,0.5331851521158324,0.0037368128774198928,1,1,0
0,1,9,10,0.772020302398552,0.5147748898915047,1,0,1
1,1,2,7,0.673223582254897,0.8298535656860729,1,1,0
1,1,7,1,0.5133563933694903,0.8384054737181829,0,1,1
0,0,3,5,0.921306028260721,0.6361060991555522,0,0,1
1,0,1,2,0.7145426100005261,0.744334702803192,0,0,1
0,0,3,2,0.9084872036858294,0.3469771664815273,1,0,0
0,0,10,6,0.8470032569746201,0.5605690109882591,0,1,1
1,1,9,7,0.2950551597238319,0.3564301248595316,1,0,0
0,0,4,4,0.1105011967122217,0.8127398324561492,0,0,0
0,0,7,2,0.362917268987749,0.9133663974234992,1,0,1
0,1,2,7,0.3640863889575172,0.2605791431487574,1,1,0
0,0,10,1,0.87371349469871,0.6655189491947421,1,1,0
1,0,7,2,0.10874064975762576,0.20500090140566385,0,0,1
0,1,3,3,0.4989110517351326,0.9439746725955107,1,1,1
1,1,3,7,0.286713153962468,0.889558294175379,1,0,0
0,1,4,2,0.6070907740912833,0.2181151110516496,0,1,0
1,1,9,10,0.8857726348762651,0.9346129358177575,0,1,0
1,1,5,6,0.15663556675102763,0.07245078109025072,1,1,1
0,1,3,6,0.8794392510313807,0.9819284744050089,0,0,1
0,0,5,7,0.05328999304922022,0.14044984705093178,1,0,0
1,1,9,3,0.8887792954737239,0.34311605835003633,0,0,0
1,0,5,10,0.16724619641937644,0.7420200210938759,1,0,1
1,1,10,5,0.6800542738515253,0.5946321948527415,1,1,1
0,0,7,5,0.3019055556014013,0.5176056150673467,0,0,0
1,1,1,5,0.36541074295235854,0.3068118586951407,0,1,0
0,1,6,10,0.043036407451329195,0.8949129686586909,1,0,0
0,0,5,1,0.8006637907339058,0.735418801492334,1,0,0
0,1,3,1,0.8980731832633758,0.5562118251253212,0,1,0
1,1,7,5,0.1417163363779268,0.8351786907503166,0,0,1
0,1,5,1,0.6904423852152608,0.650528759158811,0,1,0
1,0,3,10,0.4536201689211117,0.21294019484669868,0,1,1
0,1,9,1,0.3537828850791732,0.5674358837764117,1,1,0
0,1,1,2,0.912997643597602,0.4251400184021149,0,1,0
0,0,6,7,0.3228625262611191,0.44375451314297676,1,0,1
0,1,4,8,0.5235207843911892,0.8255305209385826,1,0,0
1,1,10,9,0.41974045611975375,0.2922138595501681,0,0,0
0,0,1,1,0.4812059671977932,0.3636220850910433,0,0,1
0,0,7,8,0.4734821116701695,0.16141804103572732,1,1,0
0,1,9,2,0.2549770086134211,0.9701951807601232,0,0,1
1,1,2,5,0.07027342507719536,0.31461005932754516,0,1,0
1,1,8,6,0.22544642646725888,0.3699005854022842,1,0,0
1,0,3,2,0.4122846536322635,0.3356535224523798,1,1,0
0,0,5,5,0.19776999391560868,0.2367464804179319,0,0,0
0,1,10,8,0.2798704494625558,0.6063538368705423,0,1,0
1,0,8,10,0.061664634265382046,0.6303145546312634,0,1,0
1,1,8,10,0.008555680675650934,0.42289256141201115,1,1,0
1,0,8,2,0.8370397400013321,0.9845450524025544,1,0,0
1,1,5,10,0.3966376925628864,0.5896964781802309,0,0,0
1,0,7,2,0.8943265386209283,0.5573498983414329,1,1,1
0,0,5,8,0.33017599063737035,0.7838060585396602,1,1,0
0,1,5,7,0.12781061328225007,0.31260587976682297,0,1,0
1,0,3,7,0.029994086892562777,0.6079634810948408,1,0,1
1,1,7,5,0.9581937476616041,0.5871800916866137,0,1,1
1,1,3,9,0.5881771665727963,0.34744028124577453,0,0,1
0,1,1,4,0.005385423492894725,0.2149521969739352,1,1,1
0,0,3,3,0.34988776619742856,0.8497528704694278,0,1,0
0,1,5,2,0.5281950210746214,0.7814351920250062,1,1,1
0,1,2,1,0.7093554147173291,0.8766262908945055,0,0,1
1,0,4,8,0.14716577685809418,0.003071015776413555,0,0,1
0,1,8,1,0.6250351762953066,0.8304753239250305,0,1,1
1,1,7,8,0.19405991417707324,0.6977420833835708,0,1,1
1,0,9,8,0.2806293309385527,0.5919083523932078,0,0,1
1,1,2,2,0.4907962902625609,0.1480530524769912,0,0,0
1,0,1,6,0.8777316345749135,0.12380287904033127,1,1,0
0,0,8,7,0.6036969619430111,0.9001650228399496,1,0,1
0,0,8,8,0.4873880248199548,0.24632197337049722,1,1,1
0,1,5,5,0.8141636466293183,0.8699732773589965,1,0,1
0,1,4,1,0.250834976554415,0.8237370083944792,1,1,1
0,0,6,1,0.4513375246535043,0.8572962998853548,0,0,1
1,0,5,3,0.8051130489099951,0.7159203115669451,0,0,0
1,0,10,1,0.14194934059545095,0.9648074749972985,1,0,1
1,0,2,7,0.5597958803993145,0.829112316228522,1,1,1
0,1,4,5,0.140316969869815,0.33192517670324695,0,1,0
0,0,3,3,0.8754529152754076,0.3568724374225244,0,1,1
0,0,3,1,0.5419724339914317,0.35460950882769504,0,0,0
0,1,2,2,0.03314727922235783,0.31591031831337646,0,1,1
0,1,5,9,0.07278071208798442,0.11687455961204885,0,1,0
0,1,7,4,0.6902347502524254,0.605282419203308,0,0,1
0,0,7,5,0.2151772958916226,0.1475632305845176,0,0,1
0,0,9,9,0.41541463827740366,0.08890591758439459,1,0,0
0,0,7,8,0.15323410540524296,0.7247218741318189,1,1,0
0,0,10,5,0.24340295458953198,0.26190783707494913,1,0,1
1,0,9,7,0.12399120964864685,0.9928659237503035,0,0,0
0,1,3,4,0.5449860532306032,0.9319228801163352,0,1,1
0,0,4,9,0.5889112394983269,0.11250531671231123,1,0,0
0,1,5,10,0.5564500646188262,0.2414281141409903,1,1,1
0,0,7,1,0.1391069400606979,0.2489998173098571,0,1,1
0,1,7,10,0.2009760618398363,0.2602529924126794,1,0,1
0,1,9,4,0.511887387868839,0.8460805225350122,1,0,0
1,1,4,10,0.17711620334534728,0.5179746458057982,0,1,0
1,0,7,4,0.3165701115286016,0.9342460193997582,1,0,0
1,1,9,5,0.826778452265212,0.2916868088516045,1,1,0
1,1,5,5,0.6420370483614715,0.40991071654896993,0,1,0
