obj1_feature_1,obj2_feature_1,obj1_feature_2,obj2_feature_2,obj1_feature_3,obj2_feature_3,obj1_feature_4,obj2_feature_4,obj1_feature_5,obj2_feature_5,obj1_feature_6,obj2_feature_6,obj1_feature_7,obj2_feature_7,obj1_feature_8,obj2_feature_8,collision
0,1,7,7,0.44331214556940657,0.3335260340680637,0,1,2,9,0.17539655033076063,0.7455811793701238,1,1,7,8,0
0,1,7,6,0.26848054540782984,0.1779204534749802,1,1,5,8,0.5331806540437924,0.4865344999630363,0,0,2,4,1
1,0,6,1,0.24473230020302839,0.6981068967059545,0,1,3,6,0.9200976215834038,0.8872732734539311,1,0,2,9,1
0,0,5,5,0.10583487602579589,0.09541142814905024,1,1,4,4,0.016433279239396525,0.2723518129348317,1,0,9,10,0
0,1,2,4,0.4461893960748262,0.693897592263658,0,0,4,5,0.6557397975308578,0.0025261015808075715,1,1,9,10,0
0,1,9,7,0.4105500879143724,0.5663133135092308,0,0,5,9,0.9160073216182881,0.7849236941928426,0,0,2,9,0
1,1,9,6,0.8270469038326952,0.8791614494009591,0,1,6,7,0.5000352007127096,0.3407527071159846,0,1,5,8,1
0,1,1,4,0.4843812077140379,0.8564161616891299,0,0,10,2,0.013239526175068517,0.5461921647965228,0,0,4,9,1
1,0,2,1,0.03203213611763622,0.39639932669999556,0,1,1,3,0.9903681973112074,0.06662298736236583,0,1,5,4,0
0,1,4,4,0.9209410068795931,0.36388622070266696,1,1,3,5,0.17085428307379102,0.39376770788056814,1,0,3,2,0
0,0,10,7,0.7783614930901418,0.28969480957654103,1,0,6,2,0.003990679050310142,0.10025936570004435,0,1,9,6,1
0,0,1,5,0.6716171900180169,0.20048810252720972,0,0,5,10,0.9007880189470187,0.20164316564350415,1,0,9,2,1
0,0,10,9,0.9599898087264924,0.14952799384257742,0,0,4,4,0.7416975125336583,0.46949082846415147,1,0,6,8,0
1,0,8,6,0.6554323427935601,0.5018642895644915,0,1,6,1,0.6526944492111094,0.937538047025564,1,0,2,7,1
0,1,1,5,0.06499630913912535,0.32422202126257393,1,0,1,8,0.3358913962658915,0.5580314928841271,1,1,5,1,1
1,0,7,8,0.9269897085980149,0.5643067549261405,1,0,7,8,0.316917384712757,0.8738928646782366,1,1,3,5,1
1,0,1,5,0.3065088992497854,0.16228090371924397,0,0,6,10,0.4295386510579505,0.25913426406870477,1,1,8,9,0
1,0,2,3,0.7876601414246691,0.7232567703097382,0,1,5,7,0.7888202047412752,0.31966558522666055,0,0,1,1,0
0,0,1,1,0.11656625683050437,0.1979086949958433,0,0,7,4,0.19763641511341423,0.5851853082421348,1,1,1,3,1
0,0,8,4,0.6921339399639789,0.07641898914940548,1,1,8,4,0.24802566772696844,0.186405226788235,1,0,3,3,0
0,0,6,7,0.9255143984168531,0.8932665081731412,1,1,10,6,0.35594160686248877,0.8274536403421731,1,0,10,8,0
0,0,6,9,0.8907409782020871,0.5013236067000832,1,0,4,8,0.5574368212774958,0.8349060262704289,1,0,8,10,0
1,1,10,3,0.3047344814252997,0.12194824322123554,0,1,3,1,0.3390429838979979,0.40811290039593473,0,0,3,9,1
1,1,5,4,0.9466797676481657,0.23562293695130487,0,1,8,2,0.461937247483297,0.7784804351189897,0,0,3,8,0
1,0,4,2,0.7516212983087674,0.3673166055742586,0,0,8,6,0.6626259466544111,0.41858443932201084,1,1,10,9,1
0,1,8,2,0.32073089251071263,0.2460527743455383,0,0,8,5,0.2310398136358761,0.7374998815075348,1,1,7,7,1
0,1,3,10,0.6898509422891348,0.04795798420283692,0,0,8,2,0.557672027765327,0.6728483609323401,1,1,1,2,1
0,1,9,7,0.9205571098589705,0.589927726150761,1,1,3,2,0.41569793699951185,0.46657436900941684,0,0,8,1,1
1,0,1,8,0.274691156889054,0.7537941063255795,0,1,2,3,0.36111070221365427,0.44253295267681303,0,0,8,9,1
1,1,8,5,0.8631245473999285,0.7230800490807014,0,1,8,10,0.9262180942406283,0.5488332194610006,0,1,1,1,1
0,0,7,9,0.8895983176500368,0.5033356650802407,0,1,9,9,0.40868693531413613,0.36634010568245656,0,0,3,2,0
0,0,1,9,0.3765441900896672,0.5576638561533774,1,1,8,3,0.22945418185011868,0.08576219383806849,1,1,4,10,1
0,0,5,10,0.6961390735900945,0.770553504386221,0,0,3,6,0.12176364522592875,0.8225167995274271,0,1,3,7,0
1,0,3,6,0.5042904704024174,0.44279583347127494,0,0,5,3,0.8491796931250835,0.3245184773101554,0,1,9,7,1
1,1,7,4,0.2674395970839203,0.37419184375511494,0,0,10,4,0.7569907707285972,0.6660966327096213,1,0,3,10,1
0,1,7,2,0.12371944373287125,0.21224956764990166,0,1,8,4,0.8205870780485243,0.8072327914253433,1,1,7,1,1
1,1,8,2,0.21536813781862674,0.838776089019718,1,1,7,8,0.8763374193266066,0.8884908076466945,1,1,7,6,0
0,1,1,7,0.9783735897174185,0.014725306523883819,1,1,1,7,0.8121310854991394,0.12605456913587287,0,1,7,6,1
1,0,9,5,0.5857187667970902,0.4127235956577502,1,1,8,4,0.17423569839105812,0.9479586714293393,1,1,4,8,0
0,1,9,5,0.2991118605605727,0.22023361685357212,1,0,3,9,0.35040877185418595,0.49792990672741766,1,0,3,10,1
0,0,9,8,0.013042138897381816,0.7044980870880985,1,1,9,3,0.21586467706977774,0.8912700627529915,1,0,10,5,0
0,0,6,7,0.7761634391304343,0.4712024434540143,0,0,3,10,0.21435667055705188,0.7507463213289712,1,1,1,9,0
0,0,1,5,0.1276497127154429,0.21962391613146492,0,0,1,5,0.5711954356474275,0.9200280911299715,1,0,4,1,1
0,1,8,6,0.6372707260756534,0.3510188389632567,0,1,9,3,0.9933274924643206,0.39740219668773125,0,1,1,6,1
0,0,4,6,0.8735352040438094,0.045651773887724456,1,0,6,2,0.2743928983161924,0.582180305496885,1,0,4,4,1
1,1,2,1,0.9171903723008326,0.7613122145544333,1,1,9,3,0.34150292385844805,0.4191935006029517,1,1,8,7,1
0,1,5,3,0.6033537409541458,0.6781505844258326,1,1,6,6,0.5618400432217195,0.3516622889134845,1,0,4,4,1
1,0,10,2,0.3938695350314073,0.699355219252356,1,0,6,6,0.1284676122623606,0.6117307283490091,1,0,8,6,0
1,0,5,5,0.48927936616082857,0.8850216847865837,1,1,6,7,0.20192133490991981,0.26398239534096035,1,1,9,8,0
1,1,1,3,0.9504834981131552,0.7032228766446358,0,0,6,1,0.7499269783416521,0.011164458633841967,1,0,2,2,0
0,0,1,1,0.19003886837541617,0.31459961774237055,1,1,2,7,0.8334775829753492,0.07774266942309815,0,0,9,8,0
1,0,6,4,0.05522288377726092,0.08267690810367145,0,0,7,6,0.9472323471606469,0.5348594350105433,0,1,7,8,1
0,1,3,1,0.2352931905292347,0.5457489388299017,0,0,6,1,0.29692934195431475,0.34645472489753215,1,0,1,8,1
1,0,5,8,0.5237598220447897,0.694312711911342,0,1,3,1,0.703074573123665,0.38259421804163096,0,0,5,10,1
1,1,5,5,0.9036808016783345,0.811411999026203,1,1,6,1,0.9496644274600762,0.38743050593984685,0,1,5,8,1
1,1,2,7,0.6535786877003495,0.3676830854615988,0,1,2,1,0.8639282102570902,0.8560615463459376,0,1,1,10,0
1,1,10,3,0.16104723901281126,0.5504263414633582,0,1,7,1,0.5143639151575093,0.9619416484892718,1,1,3,8,0
0,1,7,4,0.099379326711588,0.824779203307802,1,0,1,9,0.29146321589624224,0.6028486398111036,0,0,2,8,1
1,1,9,7,0.7035919222919742,0.3619175445006675,0,0,2,1,0.9282704844922703,0.17774582817134932,0,1,4,2,1
0,1,3,2,0.6915844431690102,0.3228126526954913,0,0,3,2,0.6227144916947881,0.8245565954765699,0,1,9,8,0
1,1,1,6,0.6824920239834502,0.2210213731063453,1,1,4,7,0.24790389644677902,0.4652384562646711,1,1,2,9,0
1,0,9,5,0.34287069363704836,0.6355130070846057,0,0,1,5,0.7592631646749551,0.05466472502521147,1,0,2,5,1
1,1,7,6,0.015515765043813023,0.6076568798981326,1,1,5,4,0.17190689761898803,0.8666369322467121,0,1,3,2,0
0,1,8,7,0.05924169809326629,0.05319263183931011,0,0,1,5,0.25210281995664463,0.6875267335726689,1,1,9,1,1
0,1,9,6,0.1042672162251509,0.8859084479213086,0,1,9,10,0.7903500125290164,0.41358438760159877,0,0,10,2,0
0,0,5,9,0.3131853443499407,0.7192616645953982,0,1,5,5,0.007610718928718119,0.6368850648822786,0,0,9,10,0
0,1,3,4,0.34643766200763926,0.9480710067956746,1,1,8,9,0.6045640280547442,0.9922456125844359,0,1,10,7,0
1,1,8,7,0.9790714974710661,0.9464689841281068,0,0,6,7,0.6411571616366082,0.2817876979225208,0,0,2,8,0
1,1,5,6,0.7397923823583443,0.030797284652991364,1,0,7,7,0.6232769758191842,0.661893382448668,0,1,1,8,0
0,1,7,8,0.23556247074088976,0.04505811925002101,1,1,4,8,0.6577074677912363,0.5169060661733917,0,0,5,8,1
0,0,9,10,0.22687346966135202,0.22485120523533642,0,1,3,9,0.7950329310159111,0.3300234184360238,0,0,1,5,1
1,0,9,1,0.6292718751457158,0.7348908179529441,1,1,9,9,0.8309221503312033,0.4216341489518588,0,1,9,6,0
1,1,5,10,0.15645184522822408,0.7433501622925445,0,0,5,2,0.24409129534926766,0.3182707224718815,1,0,10,5,0
1,0,5,9,0.3369943142272891,0.8310491683418346,1,1,8,4,0.056416028710648436,0.4089671913005777,0,1,1,6,0
0,1,5,6,0.36396799243426003,0.41455897931212216,1,1,4,4,0.0972498616716625,0.690163559973456,0,1,9,9,0
0,1,10,5,0.6599694646462836,0.4958032538390107,0,1,4,6,0.49991305045325896,0.8979462089680953,1,0,3,10,1
1,1,10,1,0.3169098524558891,0.8888575171625207,1,1,8,8,0.6348556197699855,0.3631816470836726,1,1,8,7,0
1,1,5,8,0.9277763551001793,0.36233182165128985,0,1,5,4,0.011925385744466555,0.9414706128459078,1,1,9,2,1
1,1,1,5,0.3319498545370154,0.517570909453324,1,1,5,5,0.44003487616170733,0.5655803258138067,1,0,6,3,0
1,0,2,5,0.6802973647581515,0.7504176606100009,0,1,6,1,0.029719730037858993,0.9508477819500905,1,1,10,7,1
0,0,2,2,0.7596396094547906,0.46784805372116334,1,0,5,8,0.12001788153305026,0.9037372280323628,0,1,6,7,1
0,0,8,8,0.05255301413513114,0.9649251607061237,0,0,9,9,0.27369362697669264,0.05301344843534839,1,1,5,4,0
1,0,6,5,0.1589703871728022,0.6799569487691863,0,1,3,2,0.3075497082916723,0.2786856824395366,0,0,9,1,0
0,1,8,4,0.9195422921479716,0.5142315923456401,0,0,4,3,0.8673266240633472,0.19621430077730273,1,1,9,7,0
1,1,5,6,0.8298496993416679,0.8447429863995847,1,0,5,9,0.022948634407958912,0.1290850453636655,0,0,9,4,0
0,0,8,8,0.7480592434657746,0.5005082165965413,0,1,2,9,0.14803636321069846,0.24062983941347782,0,0,10,5,0
