obj1_feature_1,obj2_feature_1,obj1_feature_2,obj2_feature_2,obj1_feature_3,obj2_feature_3,obj1_feature_4,obj2_feature_4,obj1_feature_5,obj2_feature_5,obj1_feature_6,obj2_feature_6,obj1_feature_7,obj2_feature_7,obj1_feature_8,obj2_feature_8,collision
1,0,10,10,0.32359532799313706,0.04896838157310612,0,0,8,7,0.5862317426537971,0.1611218726368555,1,1,4,10,0
1,1,10,5,0.43933983337053995,0.6803585699499328,0,1,1,5,0.549539975675638,0.5061419568936504,1,1,1,9,0
1,1,9,6,0.37943156667665334,0.7358793228349484,0,0,1,5,0.47042453389858785,0.43209228220320195,1,0,8,1,1
1,0,2,10,0.6664305763324686,0.7138840690561353,0,0,1,2,0.5613744868258657,0.24160390509543295,1,1,6,4,0
1,0,6,5,0.19466151923420583,0.7860437367378339,1,0,4,4,0.26321182128934106,0.9729545214713438,1,0,2,9,0
0,1,5,6,0.1880619841633051,0.9763154935586177,0,0,9,3,0.12378443467936118,0.32476638151666737,1,0,10,7,0
1,0,6,4,0.08344830896730426,0.19974827507343818,0,0,2,3,0.2090556096403513,0.6687817020803943,0,1,6,2,0
0,0,4,8,0.593842247878667,0.7470332566831923,1,0,4,4,0.3817162045722603,0.24931196994813443,1,0,10,4,0
1,1,7,4,0.7559644500759151,0.6066403844126453,1,1,1,5,0.3255664803793993,0.13463846650881173,0,0,7,3,1
1,1,3,6,0.11877638557189973,0.8894436899813515,1,1,2,2,0.7316916113156771,0.9228291659363096,0,0,8,10,1
0,0,9,8,0.14854937043747574,0.2918615279278879,1,0,10,9,0.39936046982758877,0.3850881022525058,1,0,4,1,1
0,1,4,3,0.2735050264782318,0.3717296843321377,0,0,5,10,0.04034478523850904,0.9702354286365401,0,1,3,4,1
1,0,3,10,0.008866385499396001,0.9084179397972404,1,0,2,2,0.6219071159401193,0.5161702612222773,0,0,2,8,1
1,0,1,9,0.008453624763759437,0.19890629973451002,0,0,2,5,0.7075358146245326,0.6635135794307899,1,0,1,2,0
1,1,8,10,0.3720565086002562,0.2983584591839281,0,0,1,10,0.45082032534174976,0.22478532357311665,1,1,8,6,1
1,0,2,2,0.47742366278484083,0.19772388122175721,1,1,9,2,0.35651117642485264,0.7587908439342099,0,1,6,1,1
1,1,7,7,0.23878066902073647,0.13441845483049086,0,0,5,9,0.5212950154909446,0.6075200891550969,0,0,2,4,0
1,0,7,2,0.27304084456932265,0.9197074673422435,0,1,1,6,0.7743513888798012,0.16626659037767366,1,0,4,6,0
0,1,1,1,0.8534413626166747,0.6382868413897415,1,0,6,3,0.182104268687721,0.6082769374181576,1,0,7,7,1
0,0,5,6,0.9202510636704946,0.12415356571196834,0,1,4,5,0.8654670127647734,0.07986946211268509,0,0,2,7,1
1,0,10,2,0.5129032595831088,0.006759087898349891,0,1,2,10,0.7346395482214578,0.6871502852614686,1,1,6,4,0
0,1,9,3,0.6911966654298085,0.746156234403603,0,1,4,6,0.9529043756636087,0.573363232669182,1,1,1,1,0
0,1,8,1,0.5362921226365708,0.40915458852757935,0,1,4,9,0.14062750571360183,0.16525333775568585,0,0,6,1,1
0,1,10,6,0.9671939600345048,0.8715702527741508,1,1,10,10,0.6697034180924466,0.015349974685892165,0,1,2,2,1
0,1,10,2,0.06344698731750287,0.13012843807177565,0,1,4,2,0.09956571241466416,0.41065257846036374,1,1,7,5,0
0,1,7,4,0.22890062208798168,0.05351510553710215,1,1,8,5,0.14155279081019378,0.16752022070374262,1,0,3,5,1
1,1,8,9,0.3343557037686973,0.2832690691099794,0,1,9,6,0.37766066118282837,0.33178831864469116,1,0,1,6,0
1,0,10,10,0.3323339424360682,0.28045108785103323,1,1,10,8,0.5338392212708396,0.4424004231261811,0,0,1,6,0
1,0,9,8,0.7974344431006917,0.8403073365990485,1,0,8,6,0.4186068664829041,0.17293721708557086,0,1,1,5,1
1,0,3,1,0.5251383887215172,0.4604656576588154,1,1,5,9,0.14183357911510375,0.9405653616059583,0,1,8,5,0
1,0,6,9,0.8765493325569501,0.1178164781099772,0,1,9,8,0.4480295624525177,0.6188700841003814,0,0,3,10,1
0,0,2,4,0.9167647869006086,0.08356363278253565,0,0,3,6,0.4172586290342777,0.01997915662125782,1,0,10,4,0
0,1,8,4,0.011495179441645464,0.9088461004677935,0,1,1,7,0.14646092748585482,0.08481655810215027,0,1,6,4,1
0,1,5,8,0.523196039125916,0.23814502898500467,0,1,10,1,0.9837394523086787,0.6127707703552495,1,1,5,1,0
0,1,5,9,0.1581269157663039,0.09806837512848343,1,0,7,8,0.3089619289014245,0.18819277621817243,0,1,3,8,0
0,0,2,9,0.021500335309153185,0.5020815585813041,1,1,7,6,0.17033824559797262,0.2897494606774268,1,0,1,2,1
0,0,5,7,0.6320167851401465,0.3657458619161853,1,1,1,1,0.10663551983842179,0.1499634110787751,0,0,8,1,0
1,1,7,6,0.40645704966109575,0.7973429846352124,1,1,2,6,0.24939310021816996,0.8921238943377217,0,0,7,8,0
1,0,8,8,0.9850893722295719,0.20685399719114483,1,0,9,9,0.30466811811602657,0.2734189350642151,0,1,7,5,1
0,0,9,4,0.6789940051568922,0.9849510579823233,0,1,8,8,0.12555442366892466,0.7044027947539294,1,1,10,4,1
0,0,3,2,0.36904403841306566,0.9708244202179638,0,1,9,1,0.5891607002323467,0.7623805507117829,1,0,8,3,1
0,1,3,1,0.9415637679592538,0.10189003292321364,0,1,10,8,0.4960933146883729,0.002218401781791668,0,0,4,2,1
0,1,4,9,0.8964503861631701,0.38907980906820505,1,0,10,6,0.28392410117644473,0.5702649493668885,0,1,4,4,1
1,0,3,10,0.8591776671498184,0.032402035884860014,0,0,1,6,0.31303375951427714,0.31737210814594563,0,0,8,7,1
0,1,10,7,0.7217401107370802,0.1714666982214339,0,0,8,10,0.6057744264985998,0.8906676666551893,1,1,2,7,1
0,1,5,1,0.7953308994551492,0.8667257807914517,0,1,8,8,0.6606120418864314,0.6058963813967742,0,0,7,8,1
0,0,5,8,0.22057131034722577,0.47750418272623774,0,0,3,7,0.017871048659482414,0.23784920912031715,1,1,7,1,1
0,0,1,9,0.020018864406102788,0.7027080832456183,1,0,1,6,0.9647563401792886,0.4127168854171297,0,0,7,5,1
1,0,5,8,0.5442069161273881,0.06713465788721729,0,0,5,4,0.35093154800951154,0.11966967599310996,0,0,3,3,1
1,1,6,1,0.9043095647882565,0.20408433712312957,0,0,1,2,0.7198381754016806,0.8724584815091875,0,1,7,10,1
1,0,1,10,0.40100342485170715,0.16595827884846615,1,0,10,5,0.047657881314745465,0.42527165947764956,1,0,1,5,0
1,1,1,5,0.08068275170539829,0.6553355897949973,0,0,1,4,0.3977853911668542,0.10306967844165238,0,0,9,8,1
0,0,6,2,0.48027390007990933,0.7205206652717,1,0,5,8,0.660796098582744,0.6229638129100021,1,1,5,10,0
0,0,3,8,0.6145467523975929,0.17713421468015556,0,1,1,4,0.19208787247784875,0.7987171150911729,0,0,10,4,1
1,1,2,8,0.7618957497595957,0.32154930614145427,0,0,10,1,0.8575075399273648,0.5136408193403671,0,0,3,4,0
0,0,5,3,0.835438651370952,0.5061865309891347,1,1,10,7,0.052043935106089845,0.5873408179103795,1,0,3,5,0
1,0,8,1,0.8822029338879871,0.12175619773720048,1,1,5,5,0.9807916925480974,0.5864126869803546,0,1,9,8,0
0,1,9,1,0.5240912123987672,0.36834097041000535,0,1,6,7,0.6273938495245693,0.21205216837407803,0,0,10,3,1
1,1,3,6,0.24554722332114642,0.659830392760877,1,1,5,10,0.6861224418838903,0.3587833917984131,1,0,8,9,0
1,0,6,3,0.6331169352372492,0.9968345147895701,1,1,2,10,0.7895774049585368,0.22277263839292116,1,0,10,6,0
1,1,5,4,0.8755604817377243,0.7001174175883402,0,1,6,3,0.9349556297264368,0.06717251262168089,0,1,2,10,0
1,1,3,5,0.38402046153315705,0.9072544102831359,0,0,8,1,0.39644391475414686,0.1777239108665991,0,0,4,5,1
1,0,4,9,0.5761793760094498,0.5217309688538517,0,1,5,6,0.9334582684611468,0.970480952977071,1,0,3,6,1
0,0,9,10,0.9522812834797422,0.04069698855055781,1,0,9,2,0.557268018806187,0.9464508594999508,1,1,8,9,1
0,1,3,5,0.5452662739813984,0.4215113915211538,1,1,1,1,0.4807013150905295,0.24072868522847124,1,1,5,4,0
1,1,3,9,0.06562603480742246,0.5303867686392918,0,0,6,9,0.3521124073526227,0.39121382673664085,1,1,6,3,1
0,1,6,4,0.5333545923896964,0.26694805690369694,0,1,6,6,0.025199476933540188,0.497851019194957,1,0,1,3,0
0,1,1,3,0.44002870588212584,0.3723249277662487,1,1,8,8,0.2453682099551301,0.07371847022261024,0,0,9,7,1
1,0,6,6,0.7469715594719983,0.6447780274344419,1,0,9,7,0.657221985286705,0.626082637267153,1,0,4,6,0
1,1,3,2,0.8796009537904536,0.1696232011358758,0,1,1,6,0.4809271524272978,0.9416298235931144,0,1,6,1,0
1,1,7,4,0.8096091429969837,0.685378748549823,1,0,4,8,0.35246994382458363,0.609665711059114,1,0,6,5,1
0,1,2,6,0.7497794714708848,0.1310273768544129,1,0,5,3,0.9133280463569858,0.9173910140454636,0,1,7,1,0
1,1,1,1,0.26677011373890713,0.5986507477725448,0,1,10,6,0.5859435056131109,0.883634170724644,1,1,7,10,0
0,0,3,2,0.5219347639122222,0.9100697454934076,1,0,4,6,0.7777143870204474,0.311386868597355,0,1,3,6,0
0,1,6,9,0.45699772074051404,0.6902608404716422,1,1,7,7,0.3207148055726038,0.790105842069189,0,1,5,5,1
1,1,10,2,0.1358499068131398,0.8108171245390958,1,1,1,5,0.10415652205376091,0.2130762082599187,1,0,1,2,0
0,0,1,8,0.01127952299272017,0.5825980327284211,1,1,6,3,0.8935283246010335,0.05301400282821467,1,1,10,2,1
0,0,3,5,0.9344231923041773,0.21426360749624362,1,0,4,7,0.9851140165582652,0.5507589610807996,0,0,8,7,0
0,1,3,7,0.8541824475895136,0.07157991370178707,1,1,6,2,0.72893601565315,0.5231848525774632,1,0,2,8,0
1,0,1,1,0.39976262469899027,0.15077461498809086,1,0,10,4,0.18703652851307695,0.12982267078262677,1,1,5,1,0
0,0,8,4,0.5783415763365763,0.29650577918558485,1,1,1,7,0.23873530739209803,0.6205482816695308,0,0,3,2,1
0,0,5,8,0.5892208548096347,0.323214267280879,0,0,4,1,0.6505579264720176,0.40831869491435735,0,1,1,4,0
0,1,5,6,0.6581372915659588,0.021098880831055045,0,0,7,1,0.9395072616095125,0.8570550345356898,1,0,6,8,0
0,0,5,1,0.4962086347485605,0.4607656783908498,1,0,2,10,0.735918777233379,0.24715303874085381,1,1,9,2,0
1,1,9,8,0.5975794905138304,0.9311649846845963,1,1,10,5,0.43233290322403917,0.6696024412531983,1,0,3,3,0
1,0,1,10,0.28168890946264347,0.9946929170130063,0,1,9,2,0.5137372924461517,0.05376381509607553,1,0,2,7,1
1,1,9,8,0.87411788941567,0.5690382913533059,1,1,9,3,0.4529748338664614,0.9550885296993146,1,0,3,5,1
1,1,1,1,0.23098366293983907,0.5730476411874543,0,1,1,8,0.1140846431570477,0.1571009659925734,1,1,4,4,1
1,1,3,8,0.4085403922319175,0.5168599073617521,1,1,6,5,0.008840770991919378,0.1652178909658769,1,0,3,9,0
1,1,6,9,0.38221459930230217,0.3781282754913121,1,0,5,1,0.5502094442253509,0.6700971522797667,1,1,8,2,1
0,1,3,6,0.4887321023675969,0.09544028915549718,0,0,7,9,0.7926463787770432,0.8543240148577124,1,1,6,2,1
0,1,2,9,0.3394219266158406,0.8508765645895723,1,0,2,6,0.15795854235787377,0.2484978503808397,1,1,4,4,1
0,1,7,3,0.5848201572645156,0.5940503087791219,1,1,2,9,0.10502183587551084,0.4905730151575479,0,0,5,8,0
0,0,8,7,0.7039793259795458,0.16650869829154824,1,0,7,9,0.9330379644056143,0.6311741661627217,1,0,9,3,0
0,0,5,10,0.8746928795260334,0.0807089328608609,1,0,8,1,0.24125119675992857,0.6359261767798408,1,0,10,7,0
0,0,7,7,0.8276483068844158,0.07076865235681873,1,0,2,1,0.4840679955544199,0.6796978505108143,0,1,10,10,0
0,0,6,6,0.27248807624989857,0.06665673746144218,1,0,6,8,0.655024908063581,0.3704225382299251,1,0,7,2,0
0,0,1,5,0.18684588018592097,0.8287182654799761,1,0,9,9,0.7269188885430716,0.9862600196426742,1,1,4,9,0
0,0,4,5,0.397145956738033,0.18634839905975709,1,0,10,6,0.04535652757269615,0.39447930140058163,0,1,6,3,1
1,1,3,10,0.11272225718196749,0.5087355359096115,0,1,1,10,0.4851178054181239,0.5186371750410831,0,1,7,8,0
1,1,5,1,0.22571600683671345,0.5125997554070127,1,1,6,10,0.7704900877626841,0.4868256218953747,1,0,5,1,1
0,0,9,4,0.7085391967274883,0.9442596838980503,0,1,6,4,0.8411876249139955,0.08979025635060855,1,0,2,7,0
1,1,6,8,0.47313680469089137,0.14008953205246943,0,1,7,6,0.4648152250611708,0.46712519237627437,0,1,10,2,0
0,0,9,7,0.16829474520104404,0.04867041027189423,1,0,1,5,0.2484812679144227,0.9304872158733952,0,0,9,4,1
1,1,1,2,0.7624127116287487,0.6787494380136989,0,1,4,4,0.6294420673461087,0.9989860338949443,1,1,3,10,1
0,0,1,10,0.9208262053057246,0.9939117741944503,1,0,6,4,0.5462272395996806,0.4867007561333655,1,1,7,9,1
1,0,7,7,0.15433764052540444,0.5815605951228574,1,0,1,7,0.45309996831435617,0.8866457981468425,1,1,2,5,0
1,0,2,5,0.25137123273286666,0.2147487116936726,0,0,3,4,0.5858337634032568,0.053244677891380765,0,1,6,6,0
0,0,6,4,0.2955548060291868,0.7232310118012353,1,1,10,8,0.006246149809657875,0.7967257703205107,1,0,7,10,0
1,0,6,3,0.7316281263919537,0.7335378442628002,0,0,6,1,0.3090604103900685,0.7593713160239736,0,1,3,7,1
1,1,7,4,0.1876721052945869,0.14064421888551126,1,0,6,1,0.9934761809457094,0.8988798124770788,0,1,7,2,1
1,0,4,5,0.7156470029378983,0.01577668878604388,1,1,8,5,0.5585262078888732,0.5480007436961619,1,0,6,2,0
0,1,9,7,0.42161516362551843,0.378047200037519,0,1,5,3,0.13476014880040044,0.44362827191566734,1,0,2,7,0
1,1,10,6,0.29592947263212865,0.5051793266041547,0,1,2,3,0.333558234312745,0.9362432165656542,0,0,10,8,1
0,1,6,4,0.96463342996105,0.25537509425606963,1,0,2,7,0.8350706207369939,0.7506319427056941,0,1,9,7,0
0,1,2,5,0.0310348428093421,0.32834592249959516,1,0,6,7,0.7722175967784902,0.9872567961006365,1,0,6,2,0
0,1,1,6,0.6922159065787509,0.26324881382555965,0,0,5,1,0.183019722562492,0.5417308097068414,1,1,3,7,1
1,1,3,3,0.9327375584160226,0.3275430637865204,1,0,4,10,0.1821593467004201,0.43919358921895824,0,0,3,5,1
0,1,7,7,0.935231947449867,0.8268936502244104,1,1,2,3,0.32345656848506366,0.712641100523174,0,0,1,4,1
0,0,2,7,0.9138240906317466,0.45364603296889894,1,1,6,6,0.4002368096076441,0.8786168079321697,1,1,8,2,1
1,0,6,10,0.49723644712956927,0.75881233256562,1,1,1,6,0.44754651269361134,0.7183996009978294,1,0,8,9,1
1,0,6,7,0.21151944002438505,0.1755479524251775,1,0,8,5,0.1067254613530012,0.3935150302806163,1,0,4,8,0
1,1,8,7,0.8984779689406361,0.5731099680771456,0,0,7,3,0.7454178874184758,0.08652723747758972,0,1,9,9,0
0,0,8,10,0.0488667458574108,0.024505453793364995,1,0,1,4,0.9496860154183377,0.9690278467261813,0,1,5,6,0
0,0,3,10,0.4282298429895828,0.08671256845188602,1,1,9,9,0.20572401027603104,0.0689229705422778,0,1,5,6,1
0,0,7,4,0.9015986072194208,0.9385510938295148,0,0,1,9,0.608821425102781,0.533118102992805,0,0,7,3,0
0,0,10,6,0.7269425382666422,0.9769595821175903,1,1,9,3,0.2883776554660151,0.18271361024079946,0,1,10,6,0
1,1,5,1,0.8737259325480015,0.35125102920669404,0,0,1,3,0.5166942953471707,0.14881293020192343,0,0,2,10,0
0,1,4,8,0.9302422307105819,0.8388145792779401,1,1,8,4,0.7699459086905903,0.0678773149328934,0,0,10,5,0
0,0,10,6,0.9702344039100325,0.6783201454638016,0,0,1,6,0.7549890372859287,0.4911117298074883,0,0,1,2,0
0,0,6,8,0.3235095481924004,0.139541962423113,1,1,9,4,0.7112948087324563,0.1358430498366282,0,1,4,1,1
0,1,8,1,0.604848845405381,0.38285555478153477,0,0,7,10,0.32023893846417073,0.5219719116938214,0,1,7,7,1
0,0,9,3,0.4154254968279527,0.3719122943262855,0,0,5,7,0.04349506867619535,0.47816645727293705,1,1,4,1,0
1,1,5,10,0.11066758101817376,0.3477521067729198,0,1,3,5,0.3453759434765812,0.06802865328951258,1,0,4,1,0
1,0,9,2,0.5443929023201082,0.5362047793130299,0,0,9,5,0.8339110506474571,0.13513787273325772,1,1,10,6,0
1,1,2,8,0.7558474149503509,0.38733912746833166,0,1,8,9,0.9929131704606176,0.7744855875844143,0,0,10,3,1
1,1,6,10,0.4167664827542309,0.2900477512471652,1,1,1,5,0.03167552880913993,0.8146764588215726,0,0,7,4,1
1,1,10,5,0.681966181585323,0.18549207157663572,0,1,5,9,0.6355337637246019,0.3371328527152567,1,0,4,4,0
0,0,4,10,0.3686120482521885,0.7272925512156313,0,1,7,9,0.3898400597712587,0.5117358994695723,1,1,7,10,1
0,1,10,8,0.9540368630551509,0.9564372408921182,1,1,6,9,0.635903366214248,0.6296889933671914,1,0,10,1,0
1,0,8,7,0.578874210535286,0.4850061737602408,0,1,4,9,0.5645293509824933,0.16373075729752862,0,0,10,2,0
0,0,7,6,0.4082452868873566,0.20620088741144216,0,0,10,10,0.051544237384093416,0.5589488349520648,1,0,8,5,1
0,1,7,4,0.07186967521431276,0.2631904923344961,0,0,10,8,0.8817565352040022,0.12352321034093938,1,1,5,6,0
0,0,6,10,0.29364950705688064,0.036968893612265075,1,0,9,7,0.5418135328392645,0.5100082846126252,0,0,3,2,0
1,0,2,1,0.6003851662704386,0.22769104094395487,0,0,6,2,0.24690190944479973,0.17492769223145932,0,0,5,9,1
1,1,10,1,0.2850894731625404,0.0966462214996251,1,0,2,9,0.12863654097420274,0.8042064681326343,1,1,4,9,1
0,0,3,7,0.2875803523055239,0.1966943833207001,1,0,7,7,0.5957605997649512,0.8295001042483199,0,1,8,3,0
1,1,4,3,0.41291975046648866,0.294201428459958,0,0,2,3,0.9229756372189519,0.39464402649026664,0,1,9,3,0
0,1,1,9,0.7613081158366817,0.7204291748993719,1,1,5,7,0.029247324998860513,0.021513191184363678,1,1,8,7,0
1,1,7,7,0.5336405593223952,0.9219937510248996,0,0,10,1,0.19158132497195135,0.2963366224875271,0,0,5,6,0
1,0,7,7,0.5606146215223048,0.3930443485199937,0,1,4,8,0.4406493485041103,0.09444975499505037,1,1,9,9,0
1,0,9,2,0.40138552260598004,0.24792072080601768,0,1,3,4,0.5777917943252554,0.3424294962105676,1,0,6,3,1
1,1,6,7,0.14101259106402797,0.0957574797096733,0,0,5,4,0.6714971645632379,0.3569543638540743,0,0,8,3,1
1,0,2,1,0.33624015586991907,0.19059603923989066,1,0,6,6,0.9852908118752762,0.9590957433218943,0,1,9,2,0
1,1,1,8,0.542580221699684,0.11818871051709123,1,1,2,6,0.24150361096186068,0.7583333842464071,1,1,5,6,1
1,0,5,4,0.3216919004220147,0.9366078259891965,1,1,6,10,0.40163120772218774,0.5937206209550059,1,1,7,2,0
1,0,8,8,0.816568631263993,0.5198216792158163,0,0,10,1,0.056681705472920396,0.23804256674758317,1,0,1,4,1
1,0,6,3,0.8315009761448658,0.6599459239197732,1,1,1,7,0.2911828559639602,0.4665056619729905,1,0,8,1,1
1,1,5,2,0.39254023415956507,0.014322166914475631,0,1,9,9,0.7716425852591308,0.0848095113423355,1,1,1,6,0
0,0,8,3,0.10171133814008781,0.8743533265634132,1,1,8,5,0.14856353292760027,0.9401691383776427,0,1,2,8,1
1,1,8,8,0.16753508653619598,0.9472046596188267,0,0,2,4,0.8198088718522085,0.21465818939187253,1,0,10,8,0
1,0,5,8,0.3364030526132835,0.8647709134352997,0,0,3,3,0.9301286593504342,0.12576461708489695,0,1,9,2,0
1,1,10,2,0.7287688183166728,0.3406391877068613,1,1,8,1,0.7549853533384411,0.5683630415587534,1,0,7,8,1
0,0,3,8,0.3613813237512531,0.5572464661605063,1,0,10,8,0.10579625566584905,0.31680578366529377,1,0,4,1,1
0,0,3,6,0.8527266845755658,0.12501893980212875,1,0,10,8,0.5020615029393909,0.47317379458736497,1,0,3,6,1
1,0,8,1,0.3188398165525287,0.3084193313045208,0,0,1,1,0.6546528519697793,0.524057787293459,1,0,3,5,1
0,1,3,8,0.2070768692963143,0.8911047475277037,1,1,2,2,0.24976099173607957,0.29560628438334846,0,1,7,10,0
0,0,5,5,0.2696603564923271,0.6266402369114148,1,0,1,5,0.8951589072645633,0.18138854496685575,1,1,1,8,0
0,0,6,4,0.8890737163382499,0.8989913728688811,1,0,5,9,0.5936482336843403,0.2556973881423892,1,1,10,10,0
0,1,1,6,0.7464654127502257,0.6784786252223776,1,0,5,1,0.6061741438928044,0.5229631511066327,0,0,8,9,0
0,0,7,6,0.7931899590160401,0.975182533474324,0,1,6,10,0.5136672146396494,0.7814428603533382,0,1,6,2,1
0,0,7,8,0.7422879394875385,0.41384008231798,1,0,10,1,0.16947863000016128,0.6584082735273511,0,0,7,8,1
1,1,7,6,0.8582052373608914,0.09200966585490844,1,1,10,1,0.05178466255729364,0.3013655619283996,0,1,3,2,0
1,0,10,1,0.7451685122762914,0.5885025449983149,1,0,4,6,0.10882745288495332,0.25373451221543053,0,0,3,6,1
1,1,9,9,0.02783862754469213,0.872101031733521,1,0,10,8,0.9630059141465751,0.6234633789525416,1,1,8,10,1
1,1,6,9,0.07600728486739283,0.6296052673316617,0,1,6,4,0.322624435651539,0.725980434296829,0,1,9,3,1
0,1,2,7,0.18607687618128965,0.018562164790718927,0,0,6,6,0.9049984976550226,0.9145842894391171,0,0,8,3,1
1,0,6,2,0.05053620887007282,0.5617406002980747,0,1,7,10,0.8976270590853521,0.5916078079851314,0,0,3,10,1
1,1,5,8,0.4930125375564477,0.8280492803051668,1,0,4,1,0.6933464849147971,0.019085727830829624,1,1,5,1,1
1,1,7,2,0.5431740735592252,0.2966824882584125,0,0,4,9,0.31474812139347663,0.8716592249685853,1,0,8,6,0
0,1,1,4,0.2276106936068516,0.9186649978088947,0,0,10,5,0.7352569781781727,0.4846498267551046,1,1,2,2,0
0,1,5,3,0.7252940128009794,0.6811794132223393,1,0,3,6,0.7670012053258022,0.0846824754000528,0,0,6,8,0
0,1,1,9,0.8042307871537443,0.7959849696614353,1,0,10,5,0.25347476734371754,0.7647770423239193,0,0,4,4,0
0,0,5,1,0.2584555891274618,0.7968431069063918,0,0,9,4,0.49411800824288776,0.19165297033604034,0,1,8,6,0
0,1,8,2,0.13201073137880426,0.7460175913113847,1,1,6,3,0.7099166819186327,0.724281320191926,0,1,9,4,0
1,1,2,6,0.08542496960317703,0.6148572263887114,0,1,4,1,0.2044701675391587,0.09328524788851211,1,1,1,8,0
0,0,10,4,0.3903226736987736,0.24169405458827975,1,1,3,2,0.7407545936782348,0.548872036118059,1,0,7,4,1
0,0,1,3,0.30375140105298604,0.6479376356027693,0,0,7,3,0.4513548553196347,0.7905349735588794,1,0,10,4,1
1,1,8,9,0.20669687554690264,0.4350679736892017,1,1,4,3,0.13077630896028092,0.283151682710129,0,1,10,9,0
0,1,10,9,0.15743829591206415,0.016524085327817573,1,1,3,3,0.10187546703826289,0.009547603652064529,0,0,5,9,0
0,0,9,9,0.5136001587613007,0.7185105915450721,0,1,1,7,0.8311138025113413,0.9206740148624906,1,0,5,10,1
1,0,2,6,0.7306830399941943,0.018991571544563657,0,0,10,2,0.32593271715876004,0.3958880377579411,0,1,1,10,0
0,0,10,2,0.21848448150918365,0.6978741759211742,1,1,1,9,0.6437588492477541,0.8745670278846338,1,0,7,4,1
0,1,5,10,0.9471614014239641,0.18333539325009574,0,0,9,3,0.5051337368249413,0.0819025314060926,0,1,8,5,0
1,1,2,2,0.06510432510051456,0.9908717525845748,0,1,9,8,0.9664343767629359,0.37021811985984177,1,0,7,5,1
0,0,3,4,0.9224855327262867,0.01588896463090317,0,0,10,3,0.3240365863951158,0.437921132703481,1,1,4,3,1
0,0,9,2,0.739192403790436,0.780338241335011,1,0,6,6,0.9000932304118445,0.7456110306405218,0,1,5,1,0
0,1,1,3,0.6436288030044577,0.990516329086161,0,0,10,3,0.6622185304905941,0.9201120594608595,0,0,8,6,1
