obj1_feature_1,obj2_feature_1,obj1_feature_2,obj2_feature_2,obj1_feature_3,obj2_feature_3,obj1_feature_4,obj2_feature_4,collision
0,1,4,8,0.1549153999825683,0.7983891789221509,1,0,0
0,1,10,4,0.9579183136680921,0.9772436586262774,1,1,1
1,0,10,2,0.5309612365788334,0.3785775511646988,1,0,1
1,1,2,7,0.8691022082265617,0.053159922330167864,0,0,0
1,0,5,3,0.3629988776729015,0.7109771963933966,1,1,1
0,0,3,5,0.569124806710121,0.12175195218263024,1,0,0
0,1,1,1,0.7636156336330732,0.5502358218326665,0,1,1
1,0,1,6,0.49799789480067713,0.14864999612138086,0,1,0
1,1,2,5,0.24935130733042432,0.27305359098693416,1,0,0
0,0,6,1,0.7956844765330611,0.4024024476918062,0,1,1
1,1,8,8,0.7480156498294054,0.5230478699532889,1,1,0
0,0,3,8,0.6949206766519623,0.296943913554526,0,0,0
1,1,1,8,0.9146190022490865,0.8556774590129883,1,1,0
1,1,7,9,0.03310831557175098,0.3474117443793576,0,0,0
0,0,3,4,0.6221053109473991,0.9034578875750489,1,1,1
1,1,8,8,0.8715778035704618,0.16005490460929084,1,0,0
0,0,4,6,0.4675298839931177,0.25789761879915374,0,0,0
0,0,4,1,0.7403739974580699,0.39924717814627,0,1,1
0,0,1,3,0.5907749457806132,0.6774751586507438,1,1,0
1,0,8,2,0.18599063140118044,0.14558843258532772,0,0,0
0,0,10,6,0.43875945849426856,0.7625309877547222,0,1,1
1,0,2,7,0.5788347250391562,0.4058387453622476,0,1,0
0,0,9,4,0.17888279001720941,0.6193637842056998,0,1,0
0,1,2,8,0.3849751839872032,0.4998992023754635,0,0,0
0,0,5,3,0.871399029359815,0.24279224492732587,0,0,1
1,1,3,5,0.4912938276523082,0.1346934634031981,0,0,0
1,1,5,1,0.6381107696610233,0.9508533946837783,0,1,1
0,0,7,8,0.44023351140713196,0.6218342193936046,0,0,0
0,1,3,7,0.08060805297388474,0.9207677401626351,1,1,1
0,0,6,2,0.9744472973602999,0.11808279802268518,0,1,1
1,1,3,3,0.6880139341132682,0.9794651440095801,0,1,1
1,1,3,5,0.6227186628754596,0.7120027023777288,0,0,0
1,0,9,8,0.9057203211393441,0.2432072389863006,1,0,0
1,0,7,4,0.12042392362100607,0.8436052672234885,0,0,1
0,0,2,8,0.37628800328231127,0.7742873402699526,0,1,0
0,0,6,9,0.8008928517430678,0.8330080169455459,1,0,0
0,0,1,5,0.5973501768409694,0.5217010272267713,1,0,0
1,0,8,2,0.1814520285241542,0.20465709154310485,1,0,1
0,1,5,3,0.30959811983505303,0.9910145311418962,0,0,0
0,1,5,10,0.6997760973621718,0.3482786970921271,0,1,1
1,1,1,5,0.6233264996763599,0.01816554733970055,1,1,0
1,1,5,1,0.2181983913165657,0.00926925756935415,1,0,1
1,1,4,4,0.92292316721199,0.5219792656510178,0,1,0
1,1,3,5,0.4780591579212444,0.3476672695103016,0,1,1
0,0,4,4,0.932499066126951,0.6454051786789736,1,1,1
1,1,3,2,0.8798713077341421,0.26838669866211584,0,0,1
1,0,7,7,0.7448213236133037,0.6361393658863091,1,0,0
0,1,10,9,0.6016584466869797,0.8170244695673758,0,1,1
1,1,5,7,0.6199424305655032,0.6895920628763959,0,0,1
0,0,4,1,0.9135375508815766,0.9903337968088438,0,0,0
0,1,3,2,0.7498398959395588,0.347695787230513,1,0,0
0,1,10,10,0.14737844933903133,0.010385271662379014,1,1,0
0,0,6,6,0.8280041117408816,0.22276063174524452,1,0,0
1,0,7,5,0.8232849785226358,0.09502045005586912,1,0,1
1,1,8,6,0.20499971426359287,0.2120393774553765,1,0,0
1,0,9,6,0.8671016171719781,0.022693582164660664,1,0,0
1,0,6,9,0.3771571529390324,0.7287207682174187,0,1,0
1,0,9,1,0.14280080313031884,0.2115238315232092,0,1,0
1,0,4,7,0.5927236590500451,0.446800057121165,1,1,1
1,0,9,10,0.8961384570661226,0.7567731634905318,1,0,1
1,0,8,1,0.8878042970120119,0.16825155828258986,1,0,1
0,0,3,8,0.5289102719323607,0.9482934810637474,0,1,1
1,0,9,1,0.18748658501309445,0.44158394734096473,1,0,0
1,1,5,7,0.27453506002162165,0.02011900429130342,1,1,0
1,0,2,5,0.1471343686855454,0.8316297831610323,0,1,1
1,0,5,3,0.07363201769043637,0.9688702246105119,1,1,0
1,1,3,6,0.015004399584599426,0.32010342173627815,0,1,0
1,1,6,1,0.6970470339353364,0.5984586280361625,1,1,0
0,1,3,3,0.4949065841436332,0.6227061465954028,0,1,1
1,0,9,2,0.4579478363350391,0.2417281932645342,1,0,1
0,1,4,2,0.7423998833146014,0.9848315392768675,0,1,0
1,0,1,3,0.08515300022217431,0.6364691125732722,1,0,1
0,1,1,1,0.22436104056293105,0.5542933095206806,0,1,1
0,0,9,6,0.8366093867020378,0.35453251009484155,0,1,0
1,1,5,4,0.6547702623276715,0.5229545243995424,1,1,0
1,1,5,4,0.9390871629189168,0.5283296261525824,0,1,1
0,0,7,9,0.19763362163048248,0.02739088583194249,0,1,0
1,0,8,9,0.6162493111761079,0.74054657784112,0,1,1
0,1,3,5,0.5743029641810932,0.8164042241773066,1,0,0
0,1,3,5,0.245297351025336,0.7018928649194663,1,0,1
0,1,1,2,0.7210367965559605,0.44643940016477257,1,1,1
0,1,7,1,0.3200072960692023,0.39783702377510144,1,0,0
1,0,7,7,0.2971259545867353,0.955372361565456,1,0,0
0,0,9,8,0.4176892007061086,0.7297764816851695,0,0,0
0,1,6,9,0.10721151062696554,0.30472092996029443,0,1,1
1,1,6,4,0.6788930419105353,0.9378544199563704,0,0,1
1,1,2,10,0.1458210186839367,0.10050695202587645,0,0,1
0,1,1,5,0.8136803158900084,0.21259229154368608,1,1,1
1,1,8,5,0.029277237194628714,0.3965635795818995,0,1,1
0,0,10,6,0.19614066300444588,0.18381057740302098,0,1,0
0,1,8,4,0.5702254439485546,0.548556892517802,1,1,1
0,1,10,6,0.16590765791601614,0.7971960902819432,0,0,0
1,0,7,1,0.1689954692760679,0.22402879578095847,0,0,0
0,0,5,6,0.26966504523455526,0.1143077263418193,0,1,0
1,0,10,1,0.8366293567498836,0.9472502501554918,1,0,1
0,0,6,4,0.20360788348993386,0.5929848695907421,1,1,1
1,0,3,10,0.32545583355512486,0.29276366600593007,0,0,0
1,0,5,9,0.6748982834711585,0.4797876035042634,0,0,0
0,1,3,8,0.6069673532893947,0.5207905251117201,0,0,1
0,1,6,7,0.6384917042211112,0.33667760418394255,1,1,1
1,0,7,8,0.03204920186374727,0.7575764747703884,0,1,1
0,0,7,7,0.24202273295147392,0.1208256081295862,1,1,1
1,0,1,1,0.7352981449229387,0.5567666515629112,1,0,0
1,0,3,6,0.6537106382499767,0.7951421807549035,1,1,1
1,1,2,2,0.8359891029619889,0.9229296143038903,0,0,1
1,0,10,7,0.28163035709037154,0.6699690980082087,1,1,0
0,1,9,5,0.7618055063169102,0.5648290089894166,0,1,0
0,1,2,4,0.8180933242070706,0.6914729036932142,1,0,0
0,1,7,3,0.6967114112037974,0.5376428769469446,0,1,1
1,1,1,6,0.19303106147743543,0.6247637332917716,1,1,1
1,0,6,2,0.6041307738573676,0.7106728452424339,0,1,1
1,1,8,5,0.6740788423226292,0.8762418933664763,0,0,0
1,0,1,3,0.07609042725569393,0.08002051971251334,0,0,1
0,0,7,10,0.9041451293591333,0.9408193043191604,1,1,1
1,0,4,8,0.1408193046435755,0.2557036775026108,0,0,0
1,0,8,4,0.9689977709053118,0.2755222282016614,0,0,0
1,1,10,10,0.12412406469082238,0.048828966049652034,1,0,1
0,0,4,8,0.7417415656402722,0.6285233472655034,0,0,0
1,1,9,7,0.9151835393569229,0.39916378932513463,1,1,0
1,1,2,3,0.4453820229843207,0.07722107359291475,0,1,0
0,0,8,10,0.15929034949823395,0.1959157854432878,1,0,1
0,1,6,7,0.9190711311206503,0.6356688227011089,0,1,1
0,1,7,1,0.23895800743691642,0.35069977703629696,1,1,1
0,1,9,2,0.39332984880526245,0.12149046172914724,0,1,0
0,1,2,5,0.2119201273453295,0.7062510829560724,0,0,1
0,1,7,9,0.804163310506472,0.825381809906074,0,1,0
0,1,10,1,0.28573536252657006,0.2765564265080872,0,1,1
1,1,6,10,0.40962769039762925,0.11537004676476548,0,0,0
1,1,3,8,0.5126221063332957,0.48259601795875684,0,0,0
1,1,5,1,0.3825219521049056,0.5815195915245651,0,0,0
1,0,3,7,0.43577374265187474,0.40104261656483475,0,0,0
0,1,7,1,0.8771555935468642,0.7697409882573539,0,1,1
1,1,7,1,0.9031117075487106,0.14835786278030338,0,0,0
1,0,5,3,0.6023353550372077,0.8930118212974495,1,1,0
0,0,10,10,0.6961870846387727,0.9721768571467395,0,1,1
1,0,6,9,0.05438463682907124,0.02030872452786303,1,0,0
0,1,2,6,0.24053648239189807,0.0008928803697568766,1,1,1
1,1,6,6,0.5649148576211864,0.06477579381738019,1,0,0
1,0,3,10,0.7208493100249802,0.8898129929507325,0,1,1
0,0,3,2,0.996986789682822,0.8183688461480905,0,0,0
1,0,4,9,0.8183358079630804,0.44226351726353674,0,0,1
1,1,6,8,0.6606238184591531,0.1029228168584515,0,0,0
1,1,9,7,0.8894775541600386,0.6290210681898665,0,1,1
1,0,10,5,0.9188827749112403,0.9840967679963504,0,0,1
1,1,6,2,0.4562190409477278,0.7839933147607616,1,0,0
1,1,5,6,0.29144811961911676,0.20589860040948038,0,0,1
0,1,2,8,0.25702166695377693,0.7539215362837455,1,1,0
1,0,10,6,0.7440633231763872,0.6794560243144869,0,0,0
0,0,7,6,0.43152886857334793,0.8944172074535368,1,0,1
0,1,10,1,0.7451196300114866,0.22323952432165883,0,1,1
1,1,8,10,0.062164903935390536,0.9920414661491115,0,0,0
0,0,4,7,0.32226792592746334,0.31728302146440845,1,0,0
0,0,8,1,0.4452778088907525,0.8560605611771512,1,0,1
1,0,4,4,0.179177651601497,0.2668875009405052,1,1,0
1,0,9,7,0.8167198008966223,0.4323996542294716,0,0,1
1,0,2,2,0.5186657135841177,0.7822606911615122,0,0,0
1,1,7,1,0.6796820892893576,0.6946431515814474,1,0,0
1,0,9,2,0.8933906921700175,0.19383169495900354,1,0,0
1,1,6,4,0.7429597139503354,0.6885758634873735,1,1,1
0,1,7,5,0.5684207950382992,0.12228282584268502,1,1,0
0,1,7,9,0.3816928057037764,0.8722777073530563,1,1,0
1,0,8,6,0.6141246561697868,0.07115122347752145,0,0,1
0,1,9,5,0.2925379342247093,0.14942540987869224,1,1,1
0,0,10,8,0.3000493213559765,0.6818000761195878,1,0,1
1,0,8,5,0.910293633827478,0.8335619648206929,0,0,0
0,0,6,7,0.7941796311080979,0.031163806751899337,1,1,0
0,1,3,1,0.11931993872834745,0.4558831450498869,1,0,1
0,1,3,3,0.46055956893607164,0.03301356214370421,0,0,0
1,1,3,1,0.3643448717744908,0.8692335409720221,1,1,1
0,0,6,8,0.5704737457801454,0.9239270297092439,1,1,0
1,1,1,9,0.09302787596453677,0.7002650393139215,0,1,1
0,0,10,3,0.4778134849529969,0.07662290518828652,0,1,1
1,0,10,8,0.7589274088692952,0.9994821017923271,0,1,0
1,1,6,3,0.656523229865111,0.3577240732975233,0,1,1
1,0,2,10,0.8284692137995774,0.38182604219236616,1,0,0
0,0,2,5,0.6626173932719827,0.6323923550537475,0,1,0
1,1,4,7,0.009416911333102296,0.9940725328842537,1,0,1
1,0,2,4,0.09945708253875352,0.7622225324658306,0,1,0
0,0,7,1,0.383583053336485,0.8075073889564434,0,0,1
0,1,9,10,0.7899563874281894,0.505933345810903,0,0,1
1,1,7,6,0.07315701986895462,0.3328102881727729,1,1,0
1,1,9,7,0.9537284327895931,0.8011815746229985,0,0,1
1,1,7,2,0.5833813287522778,0.14933636737423495,1,1,0
0,0,4,7,0.7202005617538368,0.8487673560335346,1,1,1
1,0,4,1,0.06218968864935115,0.20510611801679612,0,0,1
1,0,9,10,0.9884886660119653,0.8376851756573591,0,1,1
0,0,1,2,0.16820985494798835,0.6514375309174185,0,1,1
1,1,5,4,0.4846953403047789,0.19039821024547476,0,1,1
0,0,10,9,0.8184514241061639,0.6093130276997127,0,0,0
0,0,8,7,0.782197323984222,0.9467337784618519,1,1,1
1,0,9,4,0.74200953956957,0.18818831690901017,1,0,0
0,0,1,6,0.29936462489759863,0.19095409401394747,0,0,0
1,1,9,6,0.4265568402581199,0.7955825270919383,1,1,1
0,1,9,4,0.14626586216047055,0.7765513109508411,1,1,0
1,1,3,4,0.9706518788002495,0.1833750408735786,0,1,0
1,0,5,9,0.3087765030167495,0.769612872953019,0,1,1
1,0,1,4,0.41420257078736866,0.34285977131988987,0,0,1
0,0,5,9,0.28683026792494415,0.8358214831638638,0,1,1
1,1,1,6,0.3919823484296112,0.6653528391051083,0,0,1
1,0,9,8,0.3048751880662416,0.376210124931455,1,1,0
0,0,3,10,0.8318801923798939,0.45515406065517205,1,1,1
1,1,8,1,0.48579079007819004,0.3074465845786163,0,1,0
1,1,9,8,0.009927010864274721,0.2017527926441849,0,0,1
0,0,10,3,0.7706291613281396,0.11565116583200608,1,1,1
1,1,6,3,0.315431016412569,0.5374173888137098,1,1,0
0,1,3,9,0.4382333474001786,0.20154217256251616,1,1,1
0,1,4,6,0.2833192139021582,0.1595719813519575,1,1,0
1,1,1,3,0.28253757325939943,0.8182649297565917,0,0,1
1,1,7,1,0.15018616828678988,0.7796939163872272,1,1,0
0,0,8,3,0.04673926927891481,0.1041363094491029,0,0,0
1,0,5,4,0.6045031696802535,0.7952479531881531,0,1,0
0,0,8,8,0.7202679777210481,0.3424973076929958,1,1,0
1,0,8,3,0.26769640181783283,0.8592189356909231,0,1,1
0,1,10,2,0.5365248332525673,0.2624310492996791,1,1,1
1,0,1,5,0.3440947101857009,0.6572393000337342,1,0,1
1,1,1,9,0.5937692406225387,0.7160134289156926,1,0,0
0,0,10,3,0.7172480618574637,0.7942798736732172,1,0,1
1,1,2,1,0.39940375405935047,0.2821259813241005,0,1,1
0,1,10,1,0.5817601548845559,0.2867953132103468,1,0,1
0,0,10,6,0.20597722514745076,0.4034060209498209,0,0,1
0,1,2,2,0.9966931371505929,0.7543874470043089,1,0,0
0,1,5,2,0.8225683114232125,0.13598122887991326,0,0,1
1,0,1,2,0.6373676274992747,0.09821594250501664,1,1,1
1,1,3,5,0.39094310786197417,0.06734499971737329,0,1,1
0,1,4,7,0.381005398089035,0.05318007018292226,0,0,1
0,0,5,1,0.5609033322326347,0.8771418876810119,1,1,0
1,1,8,9,0.2539635733039063,0.7593090186069757,1,0,1
1,1,3,9,0.9712259367689767,0.2511830907750934,1,0,0
1,1,8,9,0.7031063063419553,0.12036292710051744,0,0,0
1,0,1,3,0.9755792875817719,0.5549399047343778,0,1,0
1,1,7,5,0.04291450311461564,0.7149769119401443,0,0,0
0,1,5,6,0.44324650834656565,0.7013776741640576,0,0,0
1,0,10,8,0.4506809206631506,0.859599452555073,1,1,1
1,1,2,3,0.006807434258501943,0.7194606243682756,1,1,0
0,0,2,4,0.2998396634335241,0.2564387330116791,1,0,1
0,1,10,8,0.9475927434252155,0.02287749901081726,0,1,1
1,0,6,4,0.8836815307858865,0.39578704318718183,1,0,1
0,0,2,8,0.8321606769623359,0.7505983197097682,1,1,1
0,1,8,9,0.9754024706930715,0.04300435327909702,1,0,1
1,1,1,7,0.09762629640263498,0.8313032083517714,0,0,1
1,0,2,10,0.3709105674365104,0.9441195535305922,0,0,0
0,0,5,4,0.0885539292872487,0.8557370139652124,1,0,0
1,1,2,6,0.42474769709918836,0.5975395459382286,1,0,1
1,0,3,5,0.5381663695269724,0.062074689467406796,1,1,0
1,1,9,3,0.15476597480332988,0.8420679270272898,0,0,1
0,0,8,10,0.7168406769904906,0.8285675024696384,0,1,1
0,0,6,4,0.27874057320515144,0.6452877661472584,0,0,0
1,1,4,8,0.7829682110385949,0.6352707310546718,0,1,0
1,1,9,6,0.39794719958288016,0.1658861684739823,0,1,1
0,1,7,3,0.7845196443390755,0.31673191892686947,1,1,1
1,1,2,1,0.7573082155937036,0.496553457175957,1,1,0
0,0,10,9,0.00035594064804633785,0.2812385787030648,1,0,0
0,0,10,7,0.3626794130172224,0.8384409939650932,0,1,0
0,0,8,8,0.9642419048842668,0.84395302630257,1,1,1
1,0,8,4,0.5962450408883222,0.7431358165929911,0,1,0
0,0,2,10,0.521224648965203,0.5395318463637674,0,0,1
1,0,1,9,0.1573583068197828,0.8450862575237228,0,0,0
0,0,8,1,0.8764046537118956,0.6877787826157656,1,1,1
0,0,2,9,0.20109983598460446,0.7183276162181537,1,0,1
0,1,6,7,0.733544698758131,0.06513015961860957,0,0,0
0,1,1,4,0.5681980661944294,0.5591196975185427,1,0,0
1,1,9,5,0.02398597463486707,0.5498823783360328,0,1,1
0,1,5,9,0.8315454781476107,0.16707952861200503,0,0,1
1,1,10,1,0.8200673094190104,0.3056438187055608,1,1,1
0,0,5,3,0.12703720761776616,0.7516909557931746,1,0,1
0,0,8,8,0.9923240324056825,0.9138474185191572,0,0,1
0,0,6,4,0.3746788164169216,0.22979952915486435,0,1,0
0,0,6,4,0.1992556951956146,0.8419610577969545,0,1,1
0,0,8,5,0.7935767738297043,0.7845030421524927,1,1,1
0,0,4,9,0.24408473196001867,0.7644476403829943,0,0,0
1,0,6,10,0.478245784143291,0.7119105459410555,1,1,1
0,0,6,9,0.8208969851620618,0.35231383909360325,0,1,1
1,1,8,4,0.639167215204459,0.0649476385465736,0,0,0
1,0,4,10,0.6811899609962005,0.4703376741030372,1,1,1
1,0,9,10,0.26737217838358096,0.14537229058391843,1,0,1
0,1,9,4,0.9722402613596026,0.4623731619772875,1,1,1
1,1,2,5,0.7964683492199424,0.6306551182957069,0,1,1
1,0,2,10,0.41645493661022626,0.9832985181077937,1,0,0
1,1,7,9,0.2212615220344909,0.3265667680492339,1,0,1
1,1,3,5,0.016794735478648737,0.42353927732985874,1,1,0
1,0,4,10,0.12147117786211625,0.1185151771200369,1,1,0
1,0,3,7,0.5251503657268591,0.26894675750589947,0,1,0
1,1,3,7,0.11137378493387995,0.9651914085886155,0,1,1
0,0,9,6,0.522509170567693,0.4877653987773093,1,0,0
0,0,9,4,0.4504741507805027,0.6758272951406266,1,0,1
1,1,2,3,0.7477899475883566,0.38277208707306354,1,0,1
1,1,8,2,0.7610878092797954,0.48215129226662334,1,1,1
1,1,3,3,0.531931507563988,0.5091376835121341,1,0,0
1,1,5,5,0.5917688994931317,0.8458197146395046,1,0,1
0,1,2,4,0.18523208879434128,0.40921497008220953,0,0,1
1,1,4,7,0.41051198928317423,0.9169098297208145,1,0,0
0,1,10,9,0.13349017641114902,0.25696901796001737,1,0,1
0,0,1,7,0.6989590245844898,0.2047498051488048,1,1,1
1,0,9,9,0.036113970224572856,0.9098432727787963,0,0,0
0,1,2,7,0.8388078623366398,0.4901861983924104,1,0,1
1,0,2,2,0.744624817702081,0.35625673144829006,0,1,1
0,1,4,6,0.5082984024534605,0.45294516859671974,1,0,1
0,1,1,4,0.17976093465918697,0.23090940151946915,1,1,0
1,0,4,3,0.11890375415197763,0.041431820451138135,0,1,0
0,1,5,9,0.4163377177491492,0.6436765733626633,0,1,0
1,0,9,7,0.5240043284020792,0.15242277063821796,0,0,0
0,1,8,1,0.6824941201533438,0.6515306718992896,1,0,0
1,1,3,1,0.2725139297500905,0.9188015556686425,1,1,1
0,0,2,1,0.16236651424519,0.6612724342581936,0,0,1
1,0,1,9,0.922954155098754,0.9074393919483297,1,1,0
0,0,9,4,0.6407824718059967,0.9432877311997053,1,0,0
1,0,4,4,0.7446696013373334,0.9611628886435567,1,0,0
1,1,10,6,0.6588321682789958,0.038534828023884526,1,0,1
0,0,6,10,0.8658419433280783,0.24811116575719394,1,0,0
1,0,6,10,0.3752097030785113,0.8477238916532326,1,1,1
1,1,1,4,0.13725208978839187,0.4738579308664488,1,0,0
0,1,4,8,0.010831718295453374,0.5210446040721024,0,1,0
0,0,6,7,0.5236791854099581,0.017232630714225206,1,0,0
1,1,1,2,0.22969285274255768,0.35214048094843964,0,1,1
1,0,2,5,0.14678507710769428,0.2178042813387262,1,0,0
0,1,1,7,0.6810538275477256,0.7904618610873413,1,0,1
0,0,5,8,0.057798903921187916,0.059339275066066954,1,1,1
0,1,2,2,0.8341749059515394,0.36603568452460944,0,1,1
0,0,8,2,0.08061697913943122,0.4065704286410545,1,1,1
0,0,10,8,0.5127188244418408,0.28496577415668134,1,1,1
0,1,8,4,0.5688883319614522,0.18006700608662862,0,1,0
1,1,10,5,0.7981014644984573,0.7929433667620145,1,0,0
0,0,7,7,0.6051487822385723,0.12259820869845517,1,0,1
0,0,7,9,0.6767599869706071,0.4935763924433979,1,0,0
0,1,3,6,0.3481081079531432,0.6823631094269932,1,1,0
1,0,5,9,0.5600089981164897,0.6403500032527518,1,1,0
1,0,10,1,0.3280856543857503,0.39815017849600176,1,1,0
1,1,9,8,0.5572750345931277,0.32450915946475867,1,1,1
1,0,2,4,0.8556656231196242,0.338408473111217,1,1,0
0,1,3,8,0.9573549053790623,0.35648274583939354,1,1,0
1,1,7,2,0.6582436090702516,0.308004190170054,1,1,0
1,0,8,10,0.7068331736474771,0.09060654244301425,1,0,0
0,1,2,5,0.09494321171451459,0.7423463964775708,0,0,1
1,0,10,7,0.12466458296731064,0.9270938235005736,1,1,1
1,1,2,4,0.09916343322468857,0.3568157730074758,1,0,1
0,1,2,8,0.5358320484585843,0.3021621005823212,1,0,1
0,0,7,8,0.738229826694466,0.6218792400471028,0,0,0
1,1,10,6,0.41529958062285555,0.3304838354863229,1,0,1
1,1,6,9,0.9016956578001751,0.5361568214036175,1,0,1
1,1,6,1,0.7210638508655765,0.09558688395409531,1,0,1
1,0,9,3,0.8416229307512376,0.9954605759562153,0,1,0
0,0,3,8,0.24933150382136182,0.421822134499685,0,1,1
1,0,4,1,0.23361255862326957,0.17225635762252578,1,0,1
0,1,4,4,0.07368558466052999,0.6192096625952993,1,0,0
1,1,5,5,0.7353529213471376,0.7055390843356187,0,0,0
1,1,1,9,0.7854435723432329,0.5698541933028479,1,1,1
0,1,9,2,0.5175259675987787,0.9843756521134363,0,0,1
0,0,9,10,0.8540620818461861,0.9432314963514035,1,1,1
0,0,4,1,0.8036516820091333,0.3514617481424466,1,0,0
0,0,1,3,0.07960990892630504,0.8594221388235924,1,1,0
0,0,9,5,0.8170340228645083,0.3022984912160456,1,1,0
0,0,2,9,0.93962488515402,0.4963924319852461,1,0,0
0,0,10,5,0.266907968430492,0.8541116630970587,1,0,0
0,1,3,4,0.9489955847798439,0.9728115265311523,0,1,0
1,0,10,5,0.01059978140193063,0.4296980405256302,1,0,1
0,1,9,9,0.43848942540589986,0.14928587384305625,0,1,0
0,0,9,6,0.11341739184972954,0.3967086321115024,0,1,0
1,0,3,2,0.04006668631785493,0.5660767540497273,1,1,1
1,1,6,7,0.8331913956609859,0.6450310743947826,0,1,1
0,0,7,8,0.5783693786222084,0.643548327458233,0,0,0
1,1,6,1,0.7933206378648195,0.917037385639087,1,1,0
1,0,10,5,0.08667080712621877,0.020525911549138076,1,1,1
1,1,8,7,0.6116147565878584,0.03673358131004545,1,0,0
1,0,10,6,0.7467578756851839,0.10844885850127073,0,0,0
1,1,10,10,0.18667306735646505,0.8381774440160379,0,1,0
0,1,10,5,0.5977241786324521,0.5009743450110672,1,0,0
1,1,9,4,0.18705713317578487,0.24765252273401628,0,0,1
0,1,8,6,0.10905061923508808,0.002547134477288049,0,1,1
0,1,5,1,0.06540319928816585,0.6420720445258604,0,1,0
0,1,3,9,0.16800994228561017,0.35619736851832917,1,0,0
0,0,7,5,0.19183656785209557,0.25164644104072653,0,0,1
0,0,5,1,0.31326700366655114,0.04343125073950793,1,1,1
0,1,4,2,0.5662145341523426,0.47429710060377994,1,1,1
1,0,2,6,0.9538955568284979,0.5850017063953122,0,1,0
0,1,9,9,0.7158669428160862,0.4266091396656767,0,1,1
1,0,5,1,0.22970701229611457,0.2354998111595007,1,0,0
0,1,9,7,0.5582420362782177,0.03514751265136007,0,1,1
0,0,10,7,0.8078569844258323,0.6963607797180201,1,1,0
0,1,4,8,0.8159608337330129,0.17430114743863645,1,1,0
1,1,7,5,0.7283602493543861,0.2367084243404176,1,1,1
1,1,8,9,0.3918120408772724,0.6252524941293508,0,0,1
0,0,3,4,0.23193864259821284,0.8471439535140859,0,0,0
1,1,10,4,0.3818158891337722,0.6369521740673343,0,1,0
1,0,5,8,0.302192810669458,0.7919123374533773,0,1,0
1,0,2,2,0.16857459287604515,0.017709882359688067,0,1,0
0,1,8,1,0.5163039303323288,0.2329304883792871,1,0,1
1,0,5,8,0.17331663897603822,0.6480205451083461,0,1,0
1,1,6,6,0.5082212888447863,0.3071002888396368,0,0,0
1,1,10,2,0.6641572038555019,0.35559058673212085,0,1,1
0,1,9,10,0.5950348891473216,0.10900290684200409,0,0,1
0,0,6,3,0.3561111175408699,0.886654812007504,0,0,0
0,1,2,3,0.5396379761452107,0.043341053579942,1,0,1
0,1,8,4,0.016686137724015393,0.6319943423365382,1,1,1
1,0,4,6,0.42518863811402774,0.1243170850318066,0,0,0
0,1,2,1,0.6317282334392615,0.39751184300701303,1,0,0
1,1,4,7,0.6900820646469982,0.4574037959568915,1,1,1
0,0,4,1,0.5401851924367636,0.5972797161311372,0,0,0
1,1,9,9,0.22468841889195368,0.9902155624490867,1,1,0
0,1,5,10,0.8812405108064546,0.8657898181238316,0,1,1
1,1,1,3,0.16884392696597206,0.8222594897693898,0,0,0
1,0,6,3,0.7085028960446356,0.33127986358125994,0,1,0
