obj1_feature_1,obj2_feature_1,obj1_feature_2,obj2_feature_2,obj1_feature_3,obj2_feature_3,obj1_feature_4,obj2_feature_4,obj1_feature_5,obj2_feature_5,obj1_feature_6,obj2_feature_6,obj1_feature_7,obj2_feature_7,obj1_feature_8,obj2_feature_8,obj1_feature_9,obj2_feature_9,obj1_feature_10,obj2_feature_10,collision
0,1,3,1,0.4802669839621698,0.577308372878016,1,0,4,9,0.1297868947862687,0.7033466074506182,0,0,3,3,0.26308272389994325,0.7739129523186392,1,0,0
0,0,9,6,0.9557184602909231,0.6250778658733496,1,0,3,8,0.48965086700022786,0.3147672770019687,1,0,1,5,0.7406672830276333,0.9362409600385677,0,0,0
0,1,1,8,0.008387222532666216,0.9990571305651363,0,1,7,9,0.4701907094576152,0.9805824223224894,1,1,1,1,0.9738890369886418,0.008137716363567638,1,1,0
1,0,4,9,0.13159579756375628,0.6776049873615054,1,1,3,5,0.20849875025064624,0.3051567717456425,1,0,5,4,0.3220687648146646,0.5762627806095849,0,1,1
0,0,4,1,0.3675470340284025,0.16991424237544128,1,0,8,5,0.9897005572852107,0.7433173075632123,0,0,6,8,0.355822323280121,0.7079634091457526,1,1,1
1,1,4,8,0.9082470449944533,0.5490045486848191,0,0,1,3,0.27100195362599033,0.9067919898200633,0,0,9,6,0.9035368897087533,0.7980742412510957,1,0,0
1,1,4,2,0.9157795278404601,0.8618713443362908,1,1,3,9,0.48312869640647627,0.5191081511131267,1,0,6,6,0.6320791781957393,0.7486381581877452,0,1,1
0,1,1,7,0.59266487443945,0.30832243866214404,1,1,4,10,0.8975988819252746,0.8498005461598039,0,1,9,5,0.558230057176125,0.038757210240080164,1,0,0
0,0,7,10,0.3907676398415716,0.17235976923486207,1,1,5,7,0.32793669735645004,0.04701496471217892,0,1,8,7,0.5346571611415184,0.07334343942317667,0,0,1
0,0,5,1,0.8381109824927575,0.7088649584354131,1,1,2,8,0.30667377066612556,0.1530985359951207,0,1,6,6,0.6466980702073736,0.04590573061648495,1,1,1
1,0,1,10,0.33752482132720985,0.8972986915975715,1,1,2,9,0.24155158078566186,0.892009665459593,1,0,2,4,0.3959938382113901,0.8620319607778552,0,1,1
0,0,10,9,0.8477849537866881,0.639982892662453,1,0,6,3,0.10472438883190638,0.062192330515076444,0,0,3,8,0.08742335209314511,0.4978312072434985,1,1,0
0,0,4,2,0.7723410189399871,0.9184874807620761,0,0,4,4,0.2912163397325075,0.56573422928679,1,1,1,4,0.43057192541011136,0.15353224386387387,0,0,1
1,1,5,8,0.9749855019936977,0.37423681504039386,1,1,8,1,0.14730611329721244,0.2291250431105476,1,0,1,5,0.15593191900560766,0.8657502410033464,0,0,0
0,0,3,4,0.6337972223980858,0.3294851577191442,1,0,9,7,0.23905096718540864,0.8462719215599009,1,0,4,2,0.20350818706886575,0.579790171277307,1,0,1
1,1,4,1,0.9504859600835752,0.5675836810161139,0,0,8,5,0.4099598240166322,0.011603372613718577,1,0,2,2,0.9884104375631176,0.7703784610126587,1,0,1
1,0,9,1,0.30878923667780855,0.6965082663317056,1,0,8,1,0.872917355051646,0.1251044674262931,0,1,1,9,0.03663950435786667,0.3190684814200153,0,0,1
1,1,8,4,0.7220527213536134,0.7381410423952893,1,0,7,8,0.3996676901410464,0.7459332234239259,1,1,3,6,0.9892156688478371,0.9857041211307428,0,1,0
0,0,1,4,0.437732498871376,0.5696289245135929,0,1,6,9,0.2980293471587825,0.8969561490572372,0,0,10,7,0.9744293628366272,0.6505541901271068,0,1,1
1,0,10,8,0.03306481749767942,0.7281612114534678,0,0,6,2,0.3036190636096402,0.9060762367670416,0,1,10,3,0.7922059153364943,0.7998823264154461,0,0,0
1,0,3,5,0.5854303600671001,0.5750227172384537,1,0,7,9,0.25513301425834156,0.733894290460738,1,0,7,4,0.7360800462815104,0.413398119186156,1,0,0
1,1,4,3,0.04118487353792899,0.9577688578014744,1,1,9,5,0.08749668003058941,0.6824859230767536,0,1,4,10,0.7918616220567324,0.5721011440076819,1,1,1
0,1,10,4,0.8557142197504961,0.01392209974103964,0,1,2,3,0.7872860389682852,0.4444698819331948,1,1,6,7,0.6318508188322473,0.9011206990710722,1,0,0
0,1,9,6,0.9708047411714964,0.5010930708339216,0,0,3,5,0.39568570033454065,0.5828878289218808,1,0,2,9,0.9510385358843669,0.08031760412283284,1,0,0
0,1,1,1,0.5517936511670777,0.2742050297985227,0,1,7,1,0.021398079279110527,0.3466140331258506,1,1,10,10,0.943142282866127,0.40853631549793157,1,1,0
0,0,2,9,0.6254412285913393,0.21096565902296605,1,1,5,9,0.5010897549614695,0.18551447458589887,0,1,3,2,0.3650728957738091,0.5813370757684467,1,1,0
0,0,9,5,0.7617879844759716,0.19712954709524277,1,1,2,8,0.1734111140489193,0.07007064677467512,0,1,2,3,0.6615117619497266,0.8190931488825803,1,1,1
0,0,3,8,0.22727677898056697,0.902932430536035,0,0,10,1,0.32277528804244404,0.18599249445489885,0,1,9,4,0.04697336942609842,0.2584016432245487,1,1,0
1,1,9,4,0.994429790033761,0.9945179562611987,0,1,1,9,0.13087162287343523,0.9217825944901135,1,1,9,4,0.14265444941095107,0.9165806953253436,0,0,0
0,1,6,6,0.5888348839029226,0.03723652653094389,0,0,5,6,0.1598875095567106,0.6932823412041443,1,0,5,7,0.927748140372821,0.819866869025605,1,1,0
0,1,5,6,0.547351705058863,0.599206490103813,1,1,2,3,0.9714661868858715,0.5583683391231798,1,1,4,2,0.6052100537371109,0.07054161949021698,1,0,1
0,1,10,10,0.784977187020701,0.5484022688843363,1,1,10,6,0.29918903515022577,0.02704581135746431,0,0,10,4,0.5708564173633096,0.4483439670950198,0,1,0
0,0,1,8,0.9243392912420606,0.20729966224414853,1,1,6,8,0.0062918507628279,0.4170193818198117,0,1,3,4,0.11507965384949537,0.8340440963042961,1,0,1
0,0,9,5,0.019521992797491783,0.8030686820402715,0,1,10,4,0.39600539767203446,0.02801519909773975,1,1,4,4,0.5352249425275201,0.8936306645607055,0,1,1
0,0,9,10,0.6565703239063367,0.17004012891646147,1,1,6,6,0.3192021995311225,0.06198228101668657,0,0,9,8,0.9389796850134056,0.2944857957420729,0,0,0
0,0,2,9,0.6868720983420147,0.8817509039433495,0,0,2,6,0.23665426990582494,0.06955022000403477,1,0,5,4,0.8355276841759343,0.5242635814319558,1,1,0
0,0,5,10,0.3817191828295249,0.07933029001067127,1,0,10,5,0.004987944696403179,0.6335110650526018,0,0,10,4,0.7493689680462089,0.9176477335876332,0,1,0
1,0,8,9,0.4027425348256495,0.029663403759514484,0,1,10,6,0.4503378427935626,0.8980192939239228,0,1,5,7,0.1659081387967719,0.05816353038492317,1,1,1
0,1,3,2,0.13672820922985118,0.9088855358390672,1,1,5,8,0.6379197333099087,0.5821099110857889,1,0,1,7,0.5157277447413832,0.1933903417211038,0,0,1
0,0,8,2,0.7735686936449534,0.7276806481983633,1,0,3,9,0.6991981853694778,0.32064893979103115,1,1,2,9,0.3678796407330154,0.6726631762921748,0,0,1
1,0,2,10,0.6886301533065998,0.006664427614146873,0,1,6,5,0.9931824253298608,0.5319614150593507,1,1,6,10,0.21410707119766736,0.7345152147996729,0,0,1
0,0,2,10,0.39638864536180496,0.37932052189731014,1,0,8,1,0.951851426952796,0.7808398315757274,1,0,5,1,0.8959244910554524,0.7385548044313831,1,1,1
0,0,5,3,0.12525482241403918,0.965980943695036,1,0,4,3,0.012729773558102786,0.25865038143305064,1,1,3,5,0.2031333727033603,0.3769965603810309,0,0,0
0,1,1,7,0.09556992792264019,0.9698036690720756,0,1,4,2,0.6003702659475088,0.570368168265906,1,0,2,8,0.21140556611773542,0.5931283438663509,1,1,1
0,0,8,8,0.1451255089386403,0.13073722186426795,0,1,5,2,0.8444454058342843,0.22439511399625156,1,1,6,2,0.2872027358642948,0.3162340724439199,0,0,1
0,0,8,2,0.5273195526365763,0.8368112818791967,0,1,4,1,0.16914527257665046,0.35418281961703635,0,0,4,2,0.11712300505230666,0.8520588980410784,1,0,0
1,0,7,4,0.7025423706320217,0.9448766890235757,0,0,1,10,0.09065892828317168,0.7246134175346367,1,1,7,1,0.1570554655890326,0.926388221855741,0,0,0
1,0,4,9,0.05037153252196924,0.9504221934245397,1,0,5,9,0.9604195805204132,0.7853524341428786,0,0,2,7,0.07769452318966785,0.7240657630084782,0,0,1
1,0,10,5,0.4627138114032676,0.7183891051421634,1,1,10,10,0.09391074535841215,0.15694454561615367,0,0,1,7,0.5544543711849436,0.8488578230771774,0,1,0
0,0,2,7,0.5635563630296007,0.24166739337866783,0,1,6,5,0.4913913753830351,0.6099146771427795,0,0,3,5,0.5156624995869039,0.8864676948836793,1,1,0
1,1,3,6,0.04023270918170263,0.025573333642146756,1,1,8,4,0.7859786123960835,0.5633227149420403,0,0,4,2,0.02999788949138016,0.5926754813513547,1,0,0
1,1,4,3,0.6969918739831542,0.9102373145644281,1,1,1,5,0.5824525888064122,0.09463998748814384,1,1,4,4,0.083265949945731,0.9486290218543266,1,1,0
0,1,2,10,0.2679961936789289,0.14408706233932023,1,1,1,8,0.318281351953151,0.894176501920748,1,1,4,3,0.2877818077314632,0.07773959777871708,1,1,0
1,0,9,5,0.7848325461458966,0.2227028438347589,1,0,9,4,0.5332186734194742,0.18172591398635307,0,0,8,5,0.5935623935970114,0.08864651086965736,1,1,1
1,0,6,5,0.6357605997979744,0.6254755333520597,1,0,8,6,0.6022157215515991,0.7117482418140844,0,0,7,8,0.512582109360238,0.8037944718564822,0,0,0
1,0,2,1,0.06061801302004233,0.6338674318788731,1,0,4,7,0.5946188950100392,0.8966082447060708,1,0,10,3,0.19900963749562972,0.3415865946817662,1,0,0
0,1,5,7,0.8798859907489649,0.9827563234440072,1,1,10,8,0.9105875594247389,0.5361112300227999,1,0,5,8,0.37283436306105344,0.07051436962613644,1,1,0
0,1,1,9,0.2534214777031295,0.2590700302369826,1,0,2,6,0.791905725080813,0.010963065826410934,0,1,3,9,0.7693001127380251,0.5494817459507043,0,0,1
1,1,10,6,0.13065667358831579,0.17982743555982883,1,1,4,5,0.5618679977184525,0.23441897329911343,0,0,1,7,0.5880655155510794,0.3060819508010403,0,0,1
1,1,10,4,0.9447147928123458,0.3905964574078208,1,1,3,3,0.7566641595347225,0.1643082502447295,0,0,6,7,0.7961077888271182,0.758280634245054,0,0,1
0,1,8,7,0.12209520667478257,0.813747673759894,0,0,5,3,0.031597431869692216,0.5495801550317104,1,0,9,5,0.5940611629619774,0.1485643127769155,1,0,1
1,0,5,6,0.8957452093419336,0.92950036797406,0,0,6,7,0.9083320040719723,0.8843569945812012,1,1,10,7,0.6961326750326114,0.5102775346194119,1,1,0
1,1,2,4,0.9363446775005498,0.36488345626952856,0,1,5,8,0.204240777575738,0.8281737576268551,0,1,6,3,0.6483028791014356,0.19296427803281413,0,0,1
1,1,3,3,0.18439988324616863,0.8613146097645943,1,0,9,2,0.28015853066773955,0.47222932070891743,0,0,1,9,0.3351808612907867,0.41970776048750047,0,0,0
0,0,5,5,0.8469566475983034,0.8187401339833064,1,1,2,6,0.576776625718578,0.4752546607273902,0,0,4,7,0.009953751605838779,0.8895314815415133,1,0,1
1,1,8,7,0.1665115271303763,0.45105356618977843,0,0,4,8,0.9451669615738274,0.10282189258514884,0,1,4,10,0.9008508264632038,0.303980303121008,1,1,1
1,0,9,5,0.8468552476818669,0.780438465678931,0,0,10,4,0.002260521568207663,0.43674774114927395,0,0,4,3,0.26204202959949086,0.2125216602437311,1,0,0
1,0,4,1,0.38377927777379883,0.7208743244732043,1,1,4,7,0.35338223670994606,0.9207915076845367,0,1,1,7,0.15787734998687664,0.7909340910207661,1,1,0
0,1,7,10,0.8909644241366805,0.8589156078016765,0,0,2,6,0.8991821903974208,0.9951972558601981,1,0,4,1,0.7381378061170589,0.18704152462798385,0,0,1
1,1,6,9,0.8379326245044292,0.2897326654154715,1,0,3,6,0.07127930346050937,0.16083385857606525,0,1,1,7,0.42868433443173204,0.6293331083266746,1,0,1
0,1,7,2,0.20896714402290117,0.3641530040152342,0,1,1,8,0.8409698485579059,0.9584220664047381,1,0,4,6,0.31548495905376517,0.9533169057522547,1,0,0
0,0,4,10,0.9190893571770062,0.9042466930087214,0,0,4,10,0.4605481330562513,0.7174493695207881,1,0,4,5,0.5031229390906938,0.9762983391261338,1,1,0
0,0,3,8,0.5291661957354411,0.6630380429129986,0,1,8,7,0.6386081969675265,0.5938845288670676,1,0,4,2,0.9693557557226417,0.19585993532994894,1,0,0
0,0,7,4,0.44971107948342615,0.7300103021941985,1,0,8,6,0.298831091664546,0.38624826226605224,1,0,8,5,0.02647463401022876,0.6158877469611149,0,0,1
0,1,1,1,0.3454192897718086,0.36163085266994976,1,0,3,9,0.5883940578331076,0.2619918337533619,0,1,1,9,0.6051510897143156,0.6617570652945448,1,1,0
0,0,2,6,0.7288957746751829,0.9310762999022744,0,1,3,10,0.9001454641894818,0.801679015217623,1,1,4,4,0.5687030963192907,0.6088000963970008,1,0,1
1,1,2,1,0.2950716451066355,0.21001246317139755,1,1,8,7,0.5979417791092927,0.004134665439465834,1,0,9,2,0.18237582912608774,0.18865680201826185,1,0,0
0,0,5,4,0.7191422355520153,0.580418008070811,1,0,1,1,0.2947515854920456,0.5131525704322344,1,0,6,3,0.1427680672636399,0.4130770394867609,1,1,0
0,1,5,5,0.9416180452928077,0.7887132141637953,0,0,7,9,0.6059597986820351,0.6778480561951021,1,1,8,5,0.326809659272726,0.9458817673351484,1,0,0
1,1,9,10,0.5489929464131839,0.19308723806776784,1,1,4,1,0.8107666860528329,0.6197141479117685,1,0,10,1,0.9921406135888124,0.40624320232359146,1,1,0
0,1,9,7,0.3742648350613893,0.012222485842608988,0,0,1,10,0.5619568500915294,0.8567540228297488,0,1,9,3,0.7486652898814526,0.10672758722686393,1,1,0
1,0,9,9,0.35422053589370317,0.9694403461196389,1,1,4,7,0.5688034810114867,0.757656103772968,0,1,7,5,0.05417104446909948,0.817945186480486,0,1,0
1,0,4,9,0.012345898125618704,0.25681137219429073,0,1,1,10,0.7672956850163309,0.9202856882991141,0,1,8,1,0.8163573008818906,0.10314336828489712,0,0,1
1,0,7,1,0.37251076344334155,0.42442839991082804,1,0,5,7,0.17162381812267646,0.22976384496543356,0,1,1,4,0.4426988502347985,0.022873609654819327,0,0,0
1,0,10,7,0.6877820827171571,0.512619644737118,0,1,9,7,0.9243094375352732,0.551463266730435,1,1,5,3,0.7135051523184963,0.9075786823266184,1,0,1
0,0,2,4,0.5655125471314263,0.858237211375498,1,1,10,7,0.08098873323134714,0.05724772695162339,1,1,3,8,0.7494338343102306,0.20166451164247023,0,0,0
0,0,3,4,0.5477453379471858,0.17453278520001125,1,1,10,5,0.5744536105282821,0.685207544586758,1,0,3,7,0.8885844798722282,0.6799484826159592,1,0,0
0,1,4,3,0.23014863568738664,0.2590744502377954,1,1,8,3,0.18298501213705964,0.32006069988195085,1,1,8,8,0.16533457536965923,0.2305197305781551,0,0,1
1,1,10,3,0.8183925622912592,0.8922208184931921,0,1,8,5,0.24119804990697957,0.726237195675918,1,0,6,5,0.07570671584515942,0.4511941660583868,1,1,0
0,0,4,7,0.17865872721627374,0.9122263297863276,0,0,3,8,0.240231227624644,0.18148919512013661,1,1,4,8,0.1712735278431261,0.29290037228650023,0,1,0
