obj1_feature_1,obj2_feature_1,obj1_feature_2,obj2_feature_2,obj1_feature_3,obj2_feature_3,obj1_feature_4,obj2_feature_4,obj1_feature_5,obj2_feature_5,obj1_feature_6,obj2_feature_6,obj1_feature_7,obj2_feature_7,obj1_feature_8,obj2_feature_8,obj1_feature_9,obj2_feature_9,obj1_feature_10,obj2_feature_10,collision
1,1,2,8,0.8988062032720705,0.1346437340525629,1,0,9,5,0.4925627144332908,0.2749387455764306,1,1,2,9,0.5154049308501992,0.24678886968468405,1,1,0
0,0,8,7,0.07200399976192595,0.6709100942669067,0,1,1,1,0.33137263692631513,0.4891028523719507,1,1,4,6,0.05777042633272489,0.2547877122261013,0,1,1
1,0,7,1,0.29834084068350963,0.6311883391638494,0,0,2,8,0.16074626075018372,0.294931493569644,0,0,7,2,0.2977029624598504,0.6806624618480452,1,0,0
1,1,3,4,0.2952677068849755,0.875061847206445,1,0,2,3,0.49241108792748045,0.565526855111479,1,0,1,10,0.7628121645512185,0.03530407827655058,1,0,0
0,1,8,3,0.5436090156066353,0.2185592740456449,0,1,4,9,0.004052912413325727,0.3516140526470529,0,0,4,2,0.2699225101694003,0.39024610839464113,0,0,0
0,1,10,2,0.26382398387491346,0.2780730773903962,1,1,5,7,0.8573835176286477,0.8289312587339299,1,1,10,9,0.591196525742777,0.5124740693160466,0,0,0
1,1,8,7,0.6293204273883417,0.6082221393938716,1,1,8,5,0.466335493160682,0.2615321169827759,1,0,2,7,0.5296060251296119,0.5848882477177761,1,0,0
0,1,8,6,0.420067182198661,0.7695904169524321,0,0,7,8,0.2538647160179388,0.8807157715185276,0,1,4,5,0.4920535432940447,0.3362581505430785,0,1,0
0,0,7,3,0.5557920284442381,0.997448700848493,0,0,9,4,0.20301115983705376,0.823875584247389,0,1,6,9,0.09000301684557743,0.6488615142897345,1,0,0
1,0,3,2,0.5327367706741397,0.8278560809454938,1,0,9,2,0.06767110358120043,0.5454165848808482,1,1,5,2,0.9529101669701896,0.8722951144527704,1,1,1
1,1,9,2,0.24324403920392978,0.5910909382033382,0,0,10,1,0.9873605948128005,0.38331743719205724,0,0,8,5,0.5779705093381367,0.6240146583206233,0,0,1
1,1,2,5,0.24656953494631095,0.04223599818713508,1,1,7,9,0.08126164391430613,0.8425846544409792,1,0,5,8,0.29081013166244185,0.41651685886483525,1,1,0
0,0,4,9,0.44612937601273184,0.11561720931658404,0,1,9,10,0.1675639077754606,0.46870357946804875,0,1,9,3,0.855917834492021,0.9036796773375774,1,0,1
0,0,1,1,0.5166115848924419,0.08536698723171454,1,0,2,7,0.659376204775734,0.7174002223489048,1,0,7,9,0.3172981928106827,0.49824937028942173,0,0,1
1,0,1,5,0.5879105488210713,0.9680028095788511,0,1,7,6,0.9180848368466845,0.6057256708248201,1,0,2,6,0.5272694144662031,0.2953588579922264,0,0,1
1,0,2,5,0.587483168920572,0.4026168831808017,1,1,6,8,0.05736080110715769,0.10465209466650449,0,0,4,9,0.37443090824892766,0.647808544750358,1,1,0
0,1,9,9,0.5319431501088878,0.8971906732047542,1,1,10,7,0.5987450563622378,0.5245955059330232,1,0,10,10,0.4091141356015441,0.9523104392654186,1,1,1
1,0,2,8,0.7034917653268957,0.8838303459025761,1,0,6,2,0.4450045006100083,0.6637713911273253,0,1,3,5,0.0768193532386171,0.15361660855167292,0,1,1
1,1,8,2,0.8013543276209669,0.13253037902753928,1,1,9,6,0.3468598541046569,0.08453479265057484,0,0,2,4,0.9782392683035431,0.38771659752528786,1,0,0
0,0,5,7,0.9419523556692314,0.29539058241949057,0,0,8,1,0.8866750530143909,0.853067706379733,1,0,10,1,0.5690448074287565,0.13837698565698564,0,0,0
0,1,5,1,0.43640095734235707,0.9689302784738254,0,0,3,10,0.05319599021487931,0.19330324299173685,1,0,1,6,0.05723494604898005,0.2564124487078927,1,1,1
0,0,4,2,0.3585891518937735,0.4408860527593621,0,1,9,4,0.7778729729331836,0.37603454074174225,1,1,6,1,0.1206311409222387,0.8419912883518039,0,0,0
1,1,6,6,0.45365086838401614,0.4315870146053833,0,0,6,4,0.9409364405852821,0.24874724809650062,1,0,8,7,0.9619666675416845,0.7131005941713476,1,0,0
1,1,8,1,0.3433916635712675,0.2565897370866559,0,1,7,1,0.05030765889189792,0.16763991776748832,0,0,8,4,0.09064673383758237,0.03759460502277168,0,1,0
1,1,3,5,0.7384621004972,0.6941920369408432,0,0,1,2,0.2051049789309869,0.9893305087013652,0,1,3,3,0.2531870889096889,0.2623095515175261,1,1,0
0,0,7,10,0.658905270354732,0.7047255937845655,0,0,1,3,0.05238909583071294,0.03553615678349453,1,0,1,3,0.06144961348689226,0.9028341017534968,1,0,0
0,1,10,1,0.21545084141234006,0.5002332601274693,0,1,7,1,0.3750922850977655,0.23965399489522698,0,1,7,4,0.7050623781468066,0.827769143721266,0,0,1
0,1,3,8,0.1752071320745573,0.2547520581659428,0,0,6,5,0.2744797031323334,0.9124878947512269,1,0,9,4,0.3004986075268309,0.3169860484738162,0,1,0
1,1,2,5,0.4487540768521481,0.5532245697820795,1,0,6,6,0.3562859303252228,0.5700285888251961,0,1,9,4,0.21546090735623358,0.4224578986851163,0,1,0
0,1,5,4,0.06868288271828848,0.8360794004610295,0,0,4,4,0.31319797664529636,0.07954204857448166,0,0,2,7,0.9077119911030103,0.29507372825473166,0,1,1
1,0,9,9,0.31180351727140987,0.16085301373425998,1,0,10,3,0.8598447044059463,0.5553678483892314,1,1,9,4,0.9472472913416308,0.6525924340362232,0,0,0
0,0,9,6,0.554308887434829,0.019124816121139254,1,0,1,9,0.008351647932186568,0.6589753107651302,1,0,7,5,0.05137405353340896,0.32026492111633587,0,1,0
1,1,2,6,0.9213304116426513,0.6002818474169822,0,0,8,1,0.7942921985172633,0.9503367296895778,1,1,7,5,0.8386027042281284,0.9379707230823532,1,0,0
0,0,10,1,0.7608927827938229,0.8686816047899385,1,1,3,7,0.5540054183531894,0.00592137110350921,0,1,1,3,0.1503709257587349,0.7909615184756561,1,0,1
1,0,1,5,0.9973862122816195,0.43075357629823974,0,1,8,6,0.003772974792115802,0.08099846350714945,0,1,2,5,0.8423352748789035,0.4133209228744844,1,0,1
0,1,6,5,0.7068124523028908,0.10164670022710776,0,1,8,8,0.1310029232835065,0.929468408935208,1,0,8,5,0.838929064685006,0.3815841674347561,0,0,0
1,0,2,9,0.1853159193219872,0.5344995921374004,0,1,5,2,0.2324226411159781,0.3351041934812172,1,0,8,7,0.803414383648936,0.18568831596083246,1,1,1
0,0,8,5,0.9379570914531309,0.6231323967219121,0,0,10,7,0.029329363976433376,0.9963664425216535,1,1,9,6,0.6187364214696164,0.6560342096432946,0,0,1
0,0,1,5,0.8479160258254121,0.5031764318349682,1,1,4,4,0.6488932842292887,0.8101671763422275,1,0,7,6,0.13970584282907517,0.564604271682303,0,1,1
0,0,10,1,0.4730511246719137,0.15676412237963,0,1,4,4,0.255951953307582,0.98044234460797,1,1,6,7,0.05528627191041169,0.41599255209760644,0,1,0
1,1,6,3,0.10171214404047668,0.6827947065445613,0,0,3,7,0.10785635009659378,0.629187417736757,1,0,8,9,0.5560094552820618,0.4024638757069291,1,1,1
0,1,4,3,0.6076696369348832,0.0866833646338756,1,1,1,9,0.8927171866756065,0.6393672260464017,0,1,10,3,0.9128776340323316,0.46921325688291393,1,0,1
0,0,1,8,0.13640588927524366,0.19766504074118807,1,1,9,10,0.6093013956083594,0.8915806818454666,1,1,6,9,0.8718883630113883,0.03716548100344863,0,1,0
1,1,4,2,0.2689748696896077,0.6858149851521984,1,1,8,1,0.8620583090362737,0.672460650644,0,1,8,7,0.25948459138797975,0.6172322963301938,0,1,1
0,0,2,1,0.13428019678312708,0.7335202718191938,1,0,1,1,0.521423267889594,0.5030160680276977,0,1,4,2,0.24750938273993128,0.5769173646847927,1,1,0
1,1,9,1,0.7116885318994614,0.22429090908559968,1,1,1,2,0.13882933773645112,0.17789896330095267,1,0,10,8,0.03776819827320954,0.35041638396656816,1,0,0
0,1,4,7,0.3273673938750955,0.5194808984427727,1,1,2,7,0.08902302332354517,0.4350720141966824,0,1,7,7,0.007694627430992584,0.09294636567819081,1,0,0
0,0,7,4,0.8495525973242778,0.996224092111425,0,1,4,3,0.7469708562573906,0.5474165939598229,1,0,3,5,0.07189294560078763,0.7682576308046933,1,1,1
0,0,8,1,0.6614101690584935,0.2572850661560848,0,0,3,10,0.5742203296809976,0.10500074315484231,0,1,4,7,0.9726108524297851,0.783742431826618,1,1,0
0,0,5,9,0.15803652903984167,0.011530402926804517,0,1,6,4,0.8735276154538233,0.3292879525215253,1,0,5,5,0.6657639189197466,0.5997766254875984,1,0,0
0,0,4,5,0.9846765174133858,0.1454541320246897,1,1,8,3,0.7865984189456579,0.3243380661576294,1,1,3,4,0.1523945772630202,0.40526305268204577,0,0,1
1,0,10,2,0.5445610506324335,0.9379237183572263,1,0,3,5,0.7750471461524933,0.973764245522148,1,1,4,7,0.8730896896397555,0.28082688647812026,0,0,0
1,0,7,9,0.7457756342287929,0.39457299772477883,1,1,2,1,0.47446818089614695,0.8169718318887895,1,1,3,4,0.17466267160494076,0.5611153455800146,0,0,1
1,0,10,10,0.40106517655075946,0.6644701208782839,1,1,3,2,0.9374032196882772,0.5585612043801791,0,1,10,3,0.8222138744735905,0.5862984165896489,1,1,0
1,0,5,6,0.5298586803995591,0.16426085154643377,1,1,10,8,0.9362151542960662,0.4032515838475107,1,0,1,1,0.13996046951342977,0.8332910874602135,1,0,0
0,1,5,10,0.4299787105803867,0.9051571928180555,0,1,6,2,0.21702556792738825,0.9163351151312006,1,1,7,8,0.9274397310689504,0.22394950307611694,1,0,1
1,1,5,8,0.045473091936296006,0.7805909425818911,0,0,9,8,0.1902781319388661,0.6789825330175665,1,0,5,5,0.026764639961612713,0.3555344791751893,1,0,0
1,1,8,5,0.6910578045429179,0.23638614141343317,1,1,7,8,0.39082773726527276,0.8459703266971788,0,1,6,6,0.42756037673028857,0.13778569257819617,1,0,1
1,0,6,6,0.755567372261947,0.09629494440117803,0,0,3,9,0.3630029866740776,0.12018004428985485,0,0,7,1,0.2450449192843881,0.7059880686319717,0,1,0
0,1,9,7,0.3463620061382694,0.28068355567475933,1,1,1,8,0.45437207031027627,0.670510765506477,1,0,8,7,0.046327202114225696,0.9387072799856906,0,1,0
1,1,6,1,0.004683358025669104,0.8461747696036404,0,0,6,4,0.19497036472622586,0.8939349757824687,1,1,6,5,0.6888698812067119,0.9550611004811533,0,1,1
0,1,1,6,0.14792916128476463,0.28686005885210764,0,0,7,1,0.1963868524721356,0.46162697281067433,0,0,1,4,0.1626923216585877,0.5339318805223687,0,0,0
1,0,6,9,0.3939458571628278,0.3081086663999848,1,1,9,10,0.17659820383993075,0.7002895417583264,0,0,8,9,0.9966521113230712,0.035468119095817374,0,0,0
1,1,4,5,0.8549211700419388,0.7470909067841549,0,1,4,3,0.866518796208534,0.43595059781115075,0,1,6,6,0.1734922198303519,0.08813826826019477,0,0,1
1,0,3,10,0.9555242426796339,0.5342440537157517,0,1,8,7,0.991579550250907,0.3820532992535952,0,0,2,9,0.9976481254800171,0.4554724078360305,0,0,1
0,1,5,1,0.15215814614110623,0.30190099807830173,1,0,6,1,0.4335516426018844,0.32176584820339815,0,0,10,3,0.9803958859508892,0.6424318060721137,0,1,1
0,1,1,2,0.41147311763237726,0.42256463321476323,0,1,10,2,0.8678808078083768,0.7444950745994996,1,0,7,6,0.3724470309545437,0.5885360941671369,1,0,1
1,0,2,1,0.08249363659539821,0.5632729436283141,1,1,3,10,0.11184310298159073,0.11555043752603134,0,1,6,3,0.5478074812538881,0.9270890266225578,1,0,1
1,0,1,9,0.4874249320497688,0.18856538053592298,0,1,10,9,0.5122762517965556,0.16435090181584167,0,0,4,2,0.6769004358476537,0.9184664033345699,0,1,1
1,1,3,8,0.5671234898251487,0.9663146119860994,0,0,7,3,0.27609909481878836,0.23589041771983787,1,1,10,6,0.7212898069834333,0.02203733832498489,1,0,1
0,0,10,6,0.47786380912309023,0.42410014480400826,1,0,5,7,0.7496281675923235,0.3205022335600549,1,1,7,9,0.9812169563486669,0.01919204618785242,0,1,0
1,1,8,6,0.5578506775188655,0.45907631551058137,0,1,4,10,0.7356687994357872,0.47206752975446375,0,1,4,8,0.06253548244547136,0.6886401918395328,1,1,0
0,1,7,2,0.11219331595093163,0.10760095854006435,1,0,6,3,0.15087659728442715,0.34827416702607006,1,1,9,5,0.5436316199405715,0.41423742121526763,1,0,1
0,0,4,7,0.9865964120562183,0.5737923185266334,0,1,8,3,0.5736780990656657,0.1951445288316005,1,0,9,1,0.7078009637431276,0.04681815930068034,0,0,1
1,1,3,7,0.7608556062446493,0.053754112376513286,0,0,7,8,0.42616890012804964,0.502896417835215,0,0,1,5,0.6000911597861461,0.18508391201531726,0,0,1
0,1,7,5,0.49574279383828945,0.6405780090575934,1,0,1,4,0.8487317716436268,0.5228706136333057,1,0,6,7,0.5136718272466574,0.4688540998950044,1,1,1
0,1,2,6,0.6091678527237352,0.7773203677434769,0,0,8,2,0.6753859336990892,0.9122854568901186,1,1,9,9,0.44266266244303076,0.17136343836185786,1,1,1
0,0,9,1,0.25806481981463947,0.6892013567191113,1,0,4,10,0.7628223807875203,0.6656895683056221,1,1,4,5,0.6452545314633918,0.1771949167629603,0,1,0
1,0,7,7,0.8059633285085919,0.1858609655037864,1,0,8,7,0.25392779616320527,0.2780406669614084,0,1,1,1,0.20443680957533772,0.7557969809244489,0,0,0
1,1,6,2,0.5691333986314779,0.7411649886196079,0,0,9,8,0.40670542585695135,0.27733763547554124,0,1,3,5,0.4869094536630165,0.7545600644912,0,0,1
0,0,5,10,0.22080011536350364,0.006320823909539364,0,0,9,6,0.3174987606417051,0.6140113609982544,0,1,3,5,0.41446927667007316,0.38551554617768,0,0,1
0,0,4,7,0.9417570294415117,0.6786433090529022,0,0,8,1,0.023195181740485515,0.8898086413277835,0,1,4,4,0.7123239016329763,0.33470881560757393,0,1,0
1,0,9,4,0.7466111404358646,0.13372520529983412,0,1,1,7,0.01095731652099785,0.7494953299415346,0,1,1,9,0.8228166831780213,0.9392260115032577,1,0,1
1,0,1,9,0.9694148394733784,0.25494790181721483,1,1,2,4,0.50063319960955,0.8159016160184415,0,1,3,3,0.07584845335117518,0.41881592025676984,1,0,1
0,0,9,1,0.30052937329552476,0.10099270726778653,1,1,8,2,0.6320586268325158,0.3422204465467257,0,0,1,8,0.6605360076827155,0.6432773038620461,1,0,1
0,1,10,2,0.013622908342595164,0.26273723390264303,0,0,8,5,0.7885370248212901,0.695024379456396,0,0,8,7,0.7493852043222182,0.6631832086245413,1,1,1
0,1,5,2,0.21131956981174116,0.14316506089224457,1,0,9,10,0.24076229257874338,0.37371348091365575,0,0,7,7,0.28099728781061484,0.12596439022730044,0,1,1
1,1,3,9,0.06061079865079644,0.9552959530270049,0,0,7,6,0.06570629661503036,0.9171626566482137,1,1,4,9,0.6610271950581977,0.30772582035620466,0,0,0
1,1,2,7,0.5744679961301749,0.7714545625055881,1,1,5,1,0.9123938666020073,0.41514127782009136,0,0,9,6,0.40913617729304474,0.8231347675888804,1,1,1
0,1,6,4,0.1551640493042814,0.24417360587460646,0,0,1,7,0.9148965271834387,0.9213502696567857,0,0,6,8,0.6096576026711272,0.5879430898855019,0,0,0
0,0,9,1,0.7529638838365439,0.04438983316135148,0,0,4,8,0.23564138959629477,0.48464637916898723,0,0,8,5,0.4290350250326104,0.056687770939060855,1,1,1
1,1,6,5,0.6869327070364432,0.5258306985017122,1,0,5,5,0.13631494869902627,0.792291246468887,1,1,10,4,0.3612003625702427,0.33904608242380285,1,1,0
0,1,3,7,0.8362834974402963,0.16641083000422063,0,1,5,5,0.7516083132975363,0.9391765875417142,0,1,10,10,0.8183393483843344,0.7447716186556902,0,0,1
1,1,10,5,0.5359563587106263,0.8122877125752352,1,0,7,1,0.8411251809882484,0.8391647570974818,0,1,9,8,0.5957624884527082,0.46795646157547544,0,1,1
1,1,6,6,0.4879881689243568,0.5049236882622756,0,0,8,5,0.409043251683893,0.7351827703399322,1,0,10,1,0.9215015948491234,0.2491023852703973,0,0,0
1,1,4,2,0.3684948377776134,0.30761885695422286,1,1,4,9,0.3669906428334676,0.26836385955400344,1,0,6,8,0.3070485143596007,0.5925260376330246,0,1,0
1,0,8,7,0.6192101219208231,0.9720435973314412,1,0,10,8,0.5474925282086366,0.9556205243535549,1,0,1,9,0.07747000810253513,0.9748608888791088,0,1,0
1,0,7,5,0.9430619818823961,0.78983156013237,1,0,2,2,0.5759681522283538,0.4554895321129042,1,0,4,7,0.0607899254477966,0.14133206681127164,1,1,1
0,1,1,4,0.15592674818114793,0.8525648457329269,0,1,8,9,0.039520830515564764,0.9759677591763902,0,0,2,9,0.9756136931627031,0.7512802723462458,1,1,0
0,0,5,5,0.4046809200643615,0.1685921457365367,1,1,3,9,0.2914511925087203,0.21561069858284154,0,0,10,2,0.736041295133832,0.7347553522664592,0,1,0
0,1,9,1,0.40632809947673143,0.9434753449416922,1,0,6,10,0.9524272045953551,0.1358168089221079,1,1,4,8,0.08082334746274633,0.6745034084955054,0,1,1
0,1,3,10,0.5425097289636791,0.5303841568779252,0,0,5,7,0.5800570450690066,0.002680941353639943,0,1,5,10,0.8139999136013806,0.09075966056366758,1,0,0
1,1,2,9,0.53924280542747,0.31246284549034187,1,0,5,10,0.9698196028152051,0.7355708635937418,1,1,5,1,0.4737306664254558,0.11082637333513645,1,0,1
0,1,8,8,0.9803507897367432,0.44690686646081224,0,0,9,4,0.8317064698545851,0.44186809141300576,1,1,2,8,0.39937178995899614,0.9857087734701995,1,0,1
0,0,8,2,0.11233349949117932,0.5474080984891024,1,0,1,8,0.7531890405820217,0.7520255705937587,1,1,8,8,0.8376502651956977,0.5250580993733096,0,1,1
0,0,2,2,0.4065843028710503,0.9936268228328272,1,0,10,9,0.8621169360759378,0.03746858688574173,0,0,2,9,0.919593165942777,0.17934102574060506,1,0,1
0,1,4,10,0.021291907793419496,0.5069916211135205,1,1,4,4,0.8269571617431506,0.5292042394214149,1,1,10,7,0.42397020067597835,0.9819111966265419,1,1,0
1,1,5,5,0.6668656871276712,0.8905738333520552,0,1,1,9,0.8959193090447227,0.7319855765469901,0,1,6,4,0.4187550096906798,0.7990762814755986,0,1,1
0,1,8,2,0.42023891154211035,0.617558520642549,0,0,3,1,0.971375298660679,0.11735467219542794,1,1,7,1,0.6362165706445021,0.9459085213233277,1,0,0
1,0,5,2,0.6836026923297106,0.29882104778832186,0,0,10,7,0.5753946039276814,0.12510136575271202,1,0,6,2,0.6062812724077544,0.6441471962934797,1,1,0
0,0,9,2,0.697073630988981,0.17691087641252623,1,1,2,6,0.1400905474523486,0.3578567964683089,1,0,3,3,0.34862931694365973,0.13347328295616379,1,1,1
1,1,2,6,0.0017849279015487163,0.5009310987414713,0,1,9,2,0.4605658980603844,0.36100354484021857,0,0,6,8,0.999501283232903,0.5123447838651276,0,0,0
1,1,1,6,0.8384596596813355,0.7745632640435421,0,1,1,4,0.8746612318815964,0.6283739556820759,1,0,8,3,0.17613888321806748,0.8958060972012641,1,0,0
1,0,7,4,0.7886835579476532,0.2978930352671505,1,1,9,5,0.516756557035004,0.630096606084561,1,1,7,8,0.5888314870948158,0.029445492915311733,0,1,1
0,1,6,4,0.49321099757074416,0.012913923865950694,1,0,2,10,0.5002818479223361,0.06940638566366653,1,1,8,3,0.5469558404588711,0.5610736751722831,1,1,1
1,0,6,8,0.3866092961475227,0.5031772497375727,1,1,5,9,0.07176695308098924,0.9269690943985541,0,0,7,6,0.2665959205658236,0.2006004453552208,0,0,1
0,0,10,2,0.9651435231351809,0.4403261372443552,0,0,5,7,0.7260778574916544,0.8616087782294218,0,0,6,10,0.1887085056508483,0.7577634754023617,0,0,0
0,0,3,5,0.6640569744905375,0.8638958065671006,1,1,4,6,0.21729743954914404,0.5695140994478445,1,0,6,3,0.850489715228117,0.7503078710357565,0,0,0
1,1,7,2,0.2477434359935743,0.8163357205068845,0,1,1,5,0.0681755566306037,0.8374414408597644,0,1,9,4,0.7985450248369624,0.605487376778289,1,1,1
1,1,9,6,0.6300485347104597,0.12168148452782968,0,1,8,10,0.9342499552728669,0.8838200667338995,0,0,4,3,0.3993829207006868,0.43329263453706723,0,0,1
0,1,6,6,0.07260475802440336,0.8775497635681537,0,0,5,10,0.883449819979495,0.05490384882315247,1,0,8,7,0.10281319993049287,0.38541427859918875,0,1,1
0,1,5,10,0.05593720441308414,0.8358933731787697,1,1,7,2,0.5751811266259687,0.9270940478028745,0,0,9,6,0.6447091216390182,0.6870201268517733,1,0,0
1,0,3,9,0.6238170600592062,0.8975065788814061,0,1,3,6,0.8303094299368403,0.7973841901899745,1,0,8,7,0.3445521725943037,0.916045945558257,1,0,0
1,0,6,5,0.7589086942383391,0.970592721322939,1,0,4,8,0.14949109435318886,0.11361356826248958,0,1,9,2,0.6061734483906952,0.7231914211748468,1,1,1
0,0,6,4,0.3977044776506188,0.3360951080283976,0,0,6,8,0.4583622282761858,0.5111382972400017,1,1,7,5,0.8527519408767801,0.42333178838324925,0,1,0
1,1,6,7,0.07840367026417194,0.9614588100476769,0,1,3,1,0.4214741797664755,0.10093134635089063,1,1,3,6,0.46132770655353417,0.26686295286700934,0,0,0
0,0,10,10,0.866230044230152,0.7097283689789544,1,0,1,6,0.7499980706312351,0.0317115645505649,0,1,9,4,0.9678790430215628,0.2239627132610822,1,1,1
1,1,9,3,0.1439974714842448,0.4155166482399384,1,0,2,3,0.5651970979191742,0.9713496294931143,0,0,8,7,0.669303699606062,0.2551528209465881,1,1,0
1,1,9,3,0.009287558570351906,0.9777644222033391,0,0,9,4,0.5444811436449749,0.2317776599249235,1,1,9,9,0.0815107132544669,0.5501605618310509,0,0,0
0,0,6,7,0.36881452621540656,0.9039878128022899,1,0,3,9,0.8360557419627623,0.42293467298893095,1,1,2,3,0.1572304683278457,0.11695439200477009,0,1,1
1,0,6,3,0.7547425519808094,0.19063395027511665,0,0,8,4,0.9994922018518616,0.35186220115398203,1,1,7,1,0.9616816504746726,0.8796923840279731,0,0,0
1,1,1,3,0.5546045362758596,0.44847048857960115,1,1,10,5,0.17647711556161783,0.11839607589088219,1,1,6,4,0.1788249670648263,0.13928200564901627,0,1,1
1,0,5,7,0.042089014019415893,0.08407266508862943,0,1,6,9,0.7772164477623277,0.7570968229019486,0,1,1,2,0.11042439881767574,0.9244364337850319,0,1,1
1,1,9,1,0.8500251128539695,0.9788049383254798,0,0,10,9,0.9826558736569182,0.33321638860550173,1,1,9,10,0.6610842836941478,0.2642430270154099,1,1,0
0,0,2,7,0.2645430820818053,0.02699878559496316,0,1,3,4,0.18394755127545248,0.5864871584833599,0,0,9,3,0.6045559811991209,0.03867971067674714,0,0,1
0,1,6,10,0.15714671326572305,0.33036565895484316,0,1,2,3,0.8584899982656488,0.7182339086486641,1,1,7,10,0.6070006662597838,0.08132320945292626,0,0,1
1,0,10,10,0.46676298377113157,0.2603603454808935,0,0,10,4,0.12939829695467497,0.5974840279472429,1,1,9,6,0.3928035276470654,0.3958063749435736,1,0,1
1,0,2,8,0.33342976035579586,0.45233943713577407,1,0,9,6,0.25740110803438854,0.924086696420456,1,0,9,6,0.866845348474889,0.071656049032218,0,1,1
0,0,6,4,0.2644324020947152,0.5169293676123158,0,1,9,3,0.764463649083856,0.7162670182580151,1,0,1,1,0.6748441390534418,0.7441649746029252,1,0,0
1,1,10,5,0.534989447196951,0.6665784089624348,0,0,7,1,0.616655327521373,0.6335957264715433,0,1,3,4,0.31116040517069965,0.7047612179000079,1,1,1
1,0,8,2,0.6814251996454004,0.4010753305045448,0,0,10,3,0.645242250005409,0.12811092117650924,0,1,7,2,0.44023858239947955,0.845195444607169,0,1,0
0,0,5,1,0.8118329601375774,0.7797048544547798,0,0,4,7,0.27757710523703893,0.9248048832055218,1,0,3,4,0.3495209185743847,0.9557157785291953,0,1,0
1,1,8,4,0.49438594171288786,0.9910817578512288,0,0,8,6,0.27109243139604744,0.795509283240367,0,0,5,6,0.6874145839507577,0.5514237068754533,0,1,0
0,0,7,5,0.23615855593482948,0.9266873244063863,1,1,2,1,0.806588678184032,0.5933937991650488,1,1,3,10,0.9757448183049252,0.8570492367566105,1,0,0
1,0,6,10,0.15409359115987908,0.5745104482117704,0,0,5,9,0.8478312684516327,0.6900574122764288,1,1,9,1,0.4082178668461345,0.5702743299682935,1,0,1
0,1,2,7,0.37555397809509317,0.8770348315174231,1,1,8,5,0.6922604576053907,0.10714640083084626,0,1,6,8,0.08477685687034409,0.26409679133422315,1,1,1
0,1,4,7,0.9264191919170487,0.7281947420913942,0,1,2,6,0.1263744110266879,0.13343633473457472,0,1,3,6,0.5765143005941691,0.4841131387677561,0,0,0
0,0,9,5,0.5608208065330348,0.6156907069463781,0,0,4,9,0.7085966058167527,0.16356360998586117,0,1,8,4,0.9763040181273658,0.14062594126215366,0,0,0
1,0,2,5,0.6305645408292897,0.15519600658855282,1,0,1,10,0.16725793342895012,0.7720359746176525,1,1,5,2,0.32888904133795327,0.03252109069902698,0,0,0
0,0,3,10,0.9728614745082326,0.026678511790471315,0,1,7,6,0.5146878990576315,0.3045383849861564,1,0,3,4,0.46705401403143565,0.4981058530460153,0,1,0
1,0,4,9,0.16430755090433735,0.7185197547454825,1,0,4,2,0.6017059323484827,0.12000939090268781,0,1,9,1,0.7127838631406033,0.7855967569807796,1,0,1
1,1,3,7,0.7186536131027306,0.11629086431759383,0,0,5,6,0.48830264252121647,0.4474562671542368,1,1,10,10,0.8144261547153118,0.6021270659603885,0,1,1
0,0,7,1,0.6274173866572902,0.9162161127368162,1,1,7,10,0.09803961748142398,0.3220457123097086,0,1,9,6,0.02695565837578795,0.9242593235745991,0,0,0
